ID,ItemNo,Date,Shift,Station,Hour,Quantity,LineLeader,Bay,DivisionId,CreationDateTime,BreakTime,WorkOrderId,Company,Division
521,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 12:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,60,W-857577,,
522,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 19:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,30,W-857577,,
523,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-857577,,
524,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 10:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,60,W-857577,,
525,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 15:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,0,W-857577,,
526,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:14:00,30,W-857577,,
527,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 10:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:16:00,0,W-857577,,
528,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 16:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:18:00,0,W-857577,,
529,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 17:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:20:00,60,W-857577,,
530,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 18:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:02:00,30,W-150897,,
531,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:04:00,60,W-150897,,
532,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:06:00,60,W-150897,,
533,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 15:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:08:00,30,W-150897,,
534,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:10:00,60,W-150897,,
535,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 09:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:12:00,60,W-150897,,
536,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:14:00,60,W-150897,,
537,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 13:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:16:00,0,W-150897,,
538,Items-TS-02922392-CH,2022-06-02,G,TS-0001,1900-01-01 13:00:00,58,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,0,W-381827,,
539,Items-TS-02922392-CH,2022-06-02,G,TS-0001,1900-01-01 18:00:00,58,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,30,W-381827,,
540,Items-TS-02922392-CH,2022-06-02,G,TS-0001,1900-01-01 18:00:00,59,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,60,W-381827,,
541,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 16:00:00,55,EE_LineLeader_1,EE-0001,4,2022-06-02 03:02:00,30,W-131377,,
542,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 17:00:00,56,EE_LineLeader_1,EE-0001,4,2022-06-02 03:04:00,0,W-131377,,
543,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 13:00:00,56,EE_LineLeader_1,EE-0001,4,2022-06-02 03:06:00,0,W-131377,,
544,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 15:00:00,56,EE_LineLeader_1,EE-0001,4,2022-06-02 03:08:00,60,W-131377,,
545,Items-SB-02355705-UK,2022-06-02,G,SB-0001,1900-01-01 11:00:00,205,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,60,W-643869,,
546,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 13:00:00,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,30,W-623169,,
547,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 13:00:00,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,0,W-623169,,
548,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 15:00:00,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,0,W-623169,,
549,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 16:00:00,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:08:00,30,W-623169,,
550,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 17:00:00,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:10:00,0,W-623169,,
551,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 10:00:00,18,BC_LineLeader_1,BC-0001,5,2022-06-03 06:12:00,0,W-623169,,
552,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 09:00:00,18,BC_LineLeader_1,BC-0001,5,2022-06-03 06:14:00,0,W-623169,,
553,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 11:00:00,18,BC_LineLeader_1,BC-0001,5,2022-06-03 06:16:00,30,W-623169,,
554,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 17:00:00,18,BC_LineLeader_1,BC-0001,5,2022-06-03 06:18:00,0,W-623169,,
555,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 19:00:00,18,BC_LineLeader_1,BC-0001,5,2022-06-03 06:20:00,30,W-623169,,
556,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 13:00:00,35,EE_LineLeader_1,EE-0001,4,2022-06-03 06:02:00,0,W-21243,,
557,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 14:00:00,35,EE_LineLeader_1,EE-0001,4,2022-06-03 06:04:00,30,W-21243,,
558,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 09:00:00,35,EE_LineLeader_1,EE-0001,4,2022-06-03 06:06:00,0,W-21243,,
559,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 17:00:00,35,EE_LineLeader_1,EE-0001,4,2022-06-03 06:08:00,60,W-21243,,
560,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 10:00:00,35,EE_LineLeader_1,EE-0001,4,2022-06-03 06:10:00,30,W-21243,,
561,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 10:00:00,36,EE_LineLeader_1,EE-0001,4,2022-06-03 06:12:00,60,W-21243,,
562,Items-EE-08274581-US,2022-06-03,G,EE-0001,1900-01-01 20:00:00,36,EE_LineLeader_1,EE-0001,4,2022-06-03 06:14:00,60,W-21243,,
563,Items-BC-06949570-JP,2022-06-03,G,BC-0001,1900-01-01 12:00:00,91,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,0,W-281268,,
564,Items-BC-06949570-JP,2022-06-03,G,BC-0001,1900-01-01 09:00:00,91,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,0,W-281268,,
565,Items-EP-00081648-CH,2022-06-03,G,EP-0001,1900-01-01 17:00:00,57,EP_LineLeader_1,EP-0001,1,2022-06-03 06:02:00,0,W-306570,,
566,Items-EP-00081648-CH,2022-06-03,G,EP-0001,1900-01-01 15:00:00,58,EP_LineLeader_1,EP-0001,1,2022-06-03 06:04:00,60,W-306570,,
567,Items-EP-00081648-CH,2022-06-03,G,EP-0001,1900-01-01 15:00:00,58,EP_LineLeader_1,EP-0001,1,2022-06-03 06:06:00,0,W-306570,,
568,Items-EP-00081648-CH,2022-06-03,G,EP-0001,1900-01-01 20:00:00,58,EP_LineLeader_1,EP-0001,1,2022-06-03 06:08:00,60,W-306570,,
569,Items-SB-02734397-IN,2022-06-03,G,SB-0001,1900-01-01 19:00:00,68,SB_LineLeader_1,SB-0001,3,2022-06-03 06:02:00,0,W-183013,,
570,Items-SB-02734397-IN,2022-06-03,G,SB-0001,1900-01-01 19:00:00,68,SB_LineLeader_1,SB-0001,3,2022-06-03 06:04:00,0,W-183013,,
571,Items-SB-02734397-IN,2022-06-03,G,SB-0001,1900-01-01 14:00:00,68,SB_LineLeader_1,SB-0001,3,2022-06-03 06:06:00,30,W-183013,,
572,Items-SB-02546091-IN,2022-06-03,G,SB-0001,1900-01-01 14:00:00,30,SB_LineLeader_1,SB-0001,3,2022-06-03 06:02:00,60,W-680260,,
573,Items-SB-02546091-IN,2022-06-03,G,SB-0001,1900-01-01 14:00:00,30,SB_LineLeader_1,SB-0001,3,2022-06-03 06:04:00,0,W-680260,,
574,Items-SB-02546091-IN,2022-06-03,G,SB-0001,1900-01-01 09:00:00,30,SB_LineLeader_1,SB-0001,3,2022-06-03 06:06:00,30,W-680260,,
575,Items-SB-02546091-IN,2022-06-03,G,SB-0001,1900-01-01 09:00:00,31,SB_LineLeader_1,SB-0001,3,2022-06-03 06:08:00,0,W-680260,,
576,Items-SB-02546091-IN,2022-06-03,G,SB-0001,1900-01-01 14:00:00,31,SB_LineLeader_1,SB-0001,3,2022-06-03 06:10:00,30,W-680260,,
577,Items-BC-06673555-BR,2022-06-03,G,BC-0001,1900-01-01 18:00:00,67,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,30,W-779356,,
578,Items-BC-06673555-BR,2022-06-03,G,BC-0001,1900-01-01 11:00:00,68,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,60,W-779356,,
579,Items-BC-06673555-BR,2022-06-03,G,BC-0001,1900-01-01 12:00:00,68,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,0,W-779356,,
580,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 11:00:00,19,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,60,W-710998,,
581,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 18:00:00,19,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,60,W-710998,,
582,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 19:00:00,19,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,60,W-710998,,
583,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 16:00:00,19,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,60,W-710998,,
584,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 12:00:00,20,TS_LineLeader_1,TS-0001,2,2022-06-03 06:10:00,30,W-710998,,
585,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 12:00:00,20,TS_LineLeader_1,TS-0001,2,2022-06-03 06:12:00,0,W-710998,,
586,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 09:00:00,20,TS_LineLeader_1,TS-0001,2,2022-06-03 06:14:00,0,W-710998,,
587,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 15:00:00,20,TS_LineLeader_1,TS-0001,2,2022-06-03 06:16:00,0,W-710998,,
588,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 13:00:00,20,TS_LineLeader_1,TS-0001,2,2022-06-03 06:18:00,30,W-710998,,
589,Items-SB-06861728-JP,2022-06-03,G,SB-0001,1900-01-01 15:00:00,190,SB_LineLeader_1,SB-0001,3,2022-06-03 06:02:00,30,W-391522,,
590,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 17:00:00,34,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,30,W-946448,,
591,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 11:00:00,34,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,60,W-946448,,
592,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 09:00:00,34,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,30,W-946448,,
593,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 18:00:00,34,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,0,W-946448,,
594,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 19:00:00,34,TS_LineLeader_1,TS-0001,2,2022-06-03 06:10:00,0,W-946448,,
595,Items-TS-00245950-CH,2022-06-03,G,TS-0001,1900-01-01 11:00:00,50,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,0,W-160951,,
596,Items-TS-00245950-CH,2022-06-03,G,TS-0001,1900-01-01 09:00:00,50,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,30,W-160951,,
597,Items-TS-00245950-CH,2022-06-03,G,TS-0001,1900-01-01 18:00:00,50,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,0,W-160951,,
598,Items-TS-00245950-CH,2022-06-03,G,TS-0001,1900-01-01 13:00:00,51,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,60,W-160951,,
599,Items-BC-08035102-BR,2022-06-03,G,BC-0001,1900-01-01 10:00:00,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,60,W-355498,,
600,Items-BC-08035102-BR,2022-06-03,G,BC-0001,1900-01-01 11:00:00,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,30,W-355498,,
601,Items-BC-08035102-BR,2022-06-03,G,BC-0001,1900-01-01 14:00:00,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,60,W-355498,,
602,Items-BC-08035102-BR,2022-06-03,G,BC-0001,1900-01-01 10:00:00,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:08:00,0,W-355498,,
603,Items-BC-08035102-BR,2022-06-03,G,BC-0001,1900-01-01 15:00:00,33,BC_LineLeader_1,BC-0001,5,2022-06-03 06:10:00,0,W-355498,,
604,Items-TS-05745797-BR,2022-06-03,G,TS-0001,1900-01-01 17:00:00,246,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,60,W-590785,,
605,Items-TS-00245950-CH,2022-06-03,G,TS-0001,1900-01-01 09:00:00,224,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,60,W-801016,,
606,Items-BC-06809611-UK,2022-06-03,G,BC-0001,1900-01-01 18:00:00,34,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,60,W-963087,,
607,Items-BC-06809611-UK,2022-06-03,G,BC-0001,1900-01-01 20:00:00,34,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,60,W-963087,,
608,Items-BC-06809611-UK,2022-06-03,G,BC-0001,1900-01-01 09:00:00,34,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,60,W-963087,,
609,Items-BC-06809611-UK,2022-06-03,G,BC-0001,1900-01-01 10:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-03 06:08:00,0,W-963087,,
610,Items-BC-06809611-UK,2022-06-03,G,BC-0001,1900-01-01 11:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-03 06:10:00,0,W-963087,,
611,Items-EP-07185699-JP,2022-06-03,G,EP-0001,1900-01-01 13:00:00,38,EP_LineLeader_1,EP-0001,1,2022-06-03 06:02:00,60,W-636947,,
612,Items-EP-07185699-JP,2022-06-03,G,EP-0001,1900-01-01 18:00:00,38,EP_LineLeader_1,EP-0001,1,2022-06-03 06:04:00,30,W-636947,,
613,Items-EP-07185699-JP,2022-06-03,G,EP-0001,1900-01-01 20:00:00,38,EP_LineLeader_1,EP-0001,1,2022-06-03 06:06:00,0,W-636947,,
614,Items-EP-07185699-JP,2022-06-03,G,EP-0001,1900-01-01 19:00:00,38,EP_LineLeader_1,EP-0001,1,2022-06-03 06:08:00,60,W-636947,,
615,Items-EP-07185699-JP,2022-06-03,G,EP-0001,1900-01-01 16:00:00,38,EP_LineLeader_1,EP-0001,1,2022-06-03 06:10:00,30,W-636947,,
616,Items-BC-00797195-JP,2022-06-03,G,BC-0001,1900-01-01 11:00:00,42,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,60,W-801982,,
617,Items-BC-00797195-JP,2022-06-03,G,BC-0001,1900-01-01 12:00:00,42,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,0,W-801982,,
618,Items-BC-00797195-JP,2022-06-03,G,BC-0001,1900-01-01 20:00:00,43,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,30,W-801982,,
619,Items-BC-00797195-JP,2022-06-03,G,BC-0001,1900-01-01 16:00:00,43,BC_LineLeader_1,BC-0001,5,2022-06-03 06:08:00,0,W-801982,,
620,Items-BC-00797195-JP,2022-06-03,G,BC-0001,1900-01-01 19:00:00,43,BC_LineLeader_1,BC-0001,5,2022-06-03 06:10:00,0,W-801982,,
621,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 10:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,60,W-371394,,
622,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 19:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,0,W-371394,,
623,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 16:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,30,W-371394,,
624,Items-TS-03528268-BR,2022-06-03,G,TS-0001,1900-01-01 16:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,0,W-371394,,
625,Items-TS-01921426-IN,2022-06-03,G,TS-0001,1900-01-01 13:00:00,40,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,30,W-847710,,
626,Items-TS-01921426-IN,2022-06-03,G,TS-0001,1900-01-01 19:00:00,41,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,0,W-847710,,
627,Items-TS-01921426-IN,2022-06-03,G,TS-0001,1900-01-01 16:00:00,41,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,60,W-847710,,
628,Items-TS-01921426-IN,2022-06-03,G,TS-0001,1900-01-01 16:00:00,41,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,30,W-847710,,
629,Items-TS-01921426-IN,2022-06-03,G,TS-0001,1900-01-01 16:00:00,41,TS_LineLeader_1,TS-0001,2,2022-06-03 06:10:00,0,W-847710,,
630,Items-TS-01921426-IN,2022-06-03,G,TS-0001,1900-01-01 15:00:00,41,TS_LineLeader_1,TS-0001,2,2022-06-03 06:12:00,0,W-847710,,
631,Items-TS-00689461-BR,2022-06-03,G,TS-0001,1900-01-01 14:00:00,230,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,30,W-977954,,
632,Items-EE-04270935-CH,2022-06-03,G,EE-0001,1900-01-01 10:00:00,37,EE_LineLeader_1,EE-0001,4,2022-06-03 06:02:00,0,W-606823,,
633,Items-EE-04270935-CH,2022-06-03,G,EE-0001,1900-01-01 10:00:00,37,EE_LineLeader_1,EE-0001,4,2022-06-03 06:04:00,60,W-606823,,
634,Items-EE-04270935-CH,2022-06-03,G,EE-0001,1900-01-01 11:00:00,37,EE_LineLeader_1,EE-0001,4,2022-06-03 06:06:00,60,W-606823,,
635,Items-EE-04270935-CH,2022-06-03,G,EE-0001,1900-01-01 18:00:00,38,EE_LineLeader_1,EE-0001,4,2022-06-03 06:08:00,0,W-606823,,
636,Items-EE-04270935-CH,2022-06-03,G,EE-0001,1900-01-01 20:00:00,38,EE_LineLeader_1,EE-0001,4,2022-06-03 06:10:00,30,W-606823,,
637,Items-EE-04270935-CH,2022-06-03,G,EE-0001,1900-01-01 18:00:00,38,EE_LineLeader_1,EE-0001,4,2022-06-03 06:12:00,60,W-606823,,
638,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 10:00:00,20,EP_LineLeader_1,EP-0001,1,2022-06-03 06:02:00,60,W-791784,,
639,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 18:00:00,20,EP_LineLeader_1,EP-0001,1,2022-06-03 06:04:00,0,W-791784,,
640,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 12:00:00,20,EP_LineLeader_1,EP-0001,1,2022-06-03 06:06:00,0,W-791784,,
641,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 12:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:08:00,0,W-791784,,
642,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 09:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:10:00,0,W-791784,,
643,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 18:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:12:00,0,W-791784,,
644,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 09:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:14:00,60,W-791784,,
645,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 09:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:16:00,0,W-791784,,
646,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 19:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:18:00,0,W-791784,,
647,Items-EP-08948583-UK,2022-06-03,G,EP-0001,1900-01-01 18:00:00,21,EP_LineLeader_1,EP-0001,1,2022-06-03 06:20:00,0,W-791784,,
648,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 12:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,0,W-485233,,
649,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 17:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,0,W-485233,,
650,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 13:00:00,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,0,W-485233,,
651,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 14:00:00,39,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,60,W-485233,,
652,Items-TS-02922392-CH,2022-06-03,G,TS-0001,1900-01-01 10:00:00,39,TS_LineLeader_1,TS-0001,2,2022-06-03 06:10:00,0,W-485233,,
653,Items-BC-02414724-JP,2022-06-03,G,BC-0001,1900-01-01 14:00:00,58,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,0,W-951608,,
654,Items-BC-02414724-JP,2022-06-03,G,BC-0001,1900-01-01 20:00:00,58,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,60,W-951608,,
655,Items-BC-02414724-JP,2022-06-03,G,BC-0001,1900-01-01 15:00:00,59,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,60,W-951608,,
656,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 15:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:02:00,0,W-827075,,
657,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 19:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:04:00,0,W-827075,,
658,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 11:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:06:00,60,W-827075,,
659,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 12:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:08:00,0,W-827075,,
660,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 16:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:10:00,60,W-827075,,
661,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 14:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:12:00,60,W-827075,,
662,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 15:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:14:00,30,W-827075,,
663,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 12:00:00,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:16:00,0,W-827075,,
664,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 19:00:00,22,TS_LineLeader_1,TS-0001,2,2022-06-03 05:18:00,60,W-827075,,
665,Items-TS-01948203-UK,2022-06-03,G,TS-0001,1900-01-01 09:00:00,22,TS_LineLeader_1,TS-0001,2,2022-06-03 05:20:00,0,W-827075,,
666,Items-BC-03358366-US,2022-06-03,G,BC-0001,1900-01-01 11:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-03 05:02:00,30,W-738949,,
667,Items-BC-03358366-US,2022-06-03,G,BC-0001,1900-01-01 09:00:00,36,BC_LineLeader_1,BC-0001,5,2022-06-03 05:04:00,0,W-738949,,
668,Items-BC-03358366-US,2022-06-03,G,BC-0001,1900-01-01 09:00:00,36,BC_LineLeader_1,BC-0001,5,2022-06-03 05:06:00,0,W-738949,,
669,Items-BC-03358366-US,2022-06-03,G,BC-0001,1900-01-01 15:00:00,36,BC_LineLeader_1,BC-0001,5,2022-06-03 05:08:00,30,W-738949,,
670,Items-BC-03358366-US,2022-06-03,G,BC-0001,1900-01-01 12:00:00,36,BC_LineLeader_1,BC-0001,5,2022-06-03 05:10:00,0,W-738949,,
671,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 20:00:00,22,SB_LineLeader_1,SB-0001,3,2022-06-03 05:02:00,0,W-479233,,
672,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 18:00:00,22,SB_LineLeader_1,SB-0001,3,2022-06-03 05:04:00,60,W-479233,,
673,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 20:00:00,22,SB_LineLeader_1,SB-0001,3,2022-06-03 05:06:00,60,W-479233,,
674,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 14:00:00,22,SB_LineLeader_1,SB-0001,3,2022-06-03 05:08:00,60,W-479233,,
675,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 10:00:00,22,SB_LineLeader_1,SB-0001,3,2022-06-03 05:10:00,30,W-479233,,
676,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 12:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-03 05:12:00,30,W-479233,,
677,Items-SB-04583531-US,2022-06-03,G,SB-0001,1900-01-01 16:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-03 05:14:00,0,W-479233,,
678,Items-BC-00078136-US,2022-06-03,G,BC-0001,1900-01-01 10:00:00,25,BC_LineLeader_1,BC-0001,5,2022-06-03 05:02:00,30,W-783391,,
679,Items-BC-00078136-US,2022-06-03,G,BC-0001,1900-01-01 18:00:00,26,BC_LineLeader_1,BC-0001,5,2022-06-03 05:04:00,60,W-783391,,
680,Items-BC-00078136-US,2022-06-03,G,BC-0001,1900-01-01 10:00:00,26,BC_LineLeader_1,BC-0001,5,2022-06-03 05:06:00,0,W-783391,,
681,Items-BC-00078136-US,2022-06-03,G,BC-0001,1900-01-01 10:00:00,26,BC_LineLeader_1,BC-0001,5,2022-06-03 05:08:00,30,W-783391,,
682,Items-BC-00078136-US,2022-06-03,G,BC-0001,1900-01-01 12:00:00,26,BC_LineLeader_1,BC-0001,5,2022-06-03 05:10:00,60,W-783391,,
