Id,ItemId,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code
W-948614,Items-TS-00245950-CH,100,Items-TS-00245950-CH,182,1,4/6/2022 17:00,,,,,,,,0,,,0,0,4896,,,,,,1,0,1,405,0,,
W-57792,Items-TS-06687352-US,10,Items-TS-06687352-US,231,0,4/6/2022 17:00,,,,,,,,0,,,1,0,0,,,,271,271,0,0,0,788,,,
W-971677,Items-SB-02355705-UK,100,Items-SB-02355705-UK,233,0,4/6/2022 17:00,8/6/2022 21:20,,,,,,,0,,,1,0,3884,,,,828,828,0,0,0,146,,,
W-331969,Items-EP-03940730-IN,10,Items-EP-03940730-IN,154,0,4/6/2022 17:00,9/6/2022 23:34,,,,,,,0,,,0,1,0,,,,2805,2805,0,0,0,985,0,,
W-339418,Items-EP-03052349-BR,10,Items-EP-03052349-BR,224,0,4/6/2022 17:00,,,,,,,,0,,,0,0,0,,,,,,0,0,0,523,,,
W-318940,Items-BC-01252357-US,10,Items-BC-01252357-US,230,1,4/6/2022 17:00,7/6/2022 1:27,,,,,,,0,,,1,0,0,,,,3878,3878,0,0,0,205,,,
W-1873,Items-EE-07197264-UK,100,Items-EE-07197264-UK,229,1,4/6/2022 17:00,,,,,,,,0,,,1,0,0,,,,211,211,0,0,0,30,,,
W-804517,Items-EP-06020496-CH,10,Items-EP-06020496-CH,232,1,4/6/2022 17:00,8/6/2022 0:50,,,,,,,0,,,0,1,0,,,,238,238,0,0,0,874,0,,
W-934800,Items-SB-07595214-JP,10,Items-SB-07595214-JP,234,1,4/6/2022 17:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,0,0,,
W-295698,Items-EE-08274581-US,10,Items-EE-08274581-US,236,1,4/6/2022 17:00,9/6/2022 22:32,,,,,,,0,,,1,1,3214,,,,374,374,0,0,0,662,,,
W-58978,Items-BC-01462424-JP,100,Items-BC-01462424-JP,160,1,4/6/2022 17:00,8/6/2022 1:32,,,,,,,0,,,0,1,4130,,,,1915,1915,1,0,0,534,,,
W-363920,Items-EE-00741901-CH,10,Items-EE-00741901-CH,237,0,4/6/2022 17:00,7/6/2022 22:41,,,,,,,0,,,0,0,0,,,,,,1,0,0,718,0,,
W-192164,Items-TS-04699105-UK,10,Items-TS-04699105-UK,241,1,4/6/2022 17:00,6/6/2022 0:46,,,,,,,0,,,0,1,0,,,,,,1,0,1,372,,,
W-61211,Items-TS-04165340-US,100,Items-TS-04165340-US,199,0,4/6/2022 17:00,,,,,,,,0,,,1,0,0,,,,1196,1196,1,0,1,322,,,
W-239767,Items-TS-00689461-BR,10,Items-TS-00689461-BR,167,1,4/6/2022 17:00,9/6/2022 21:37,,,,,,,0,,,0,0,0,,,,2139,2139,0,0,0,764,,,
W-405866,Items-EP-03052349-BR,100,Items-EP-03052349-BR,233,1,4/6/2022 17:00,6/6/2022 1:43,,,,,,,0,,,0,0,0,,,,,,0,0,0,558,,,
W-270294,Items-TS-03796255-IN,10,Items-TS-03796255-IN,200,0,4/6/2022 9:00,7/6/2022 15:45,,,,,,,0,,,1,0,0,,,,,,0,0,0,569,0,,
W-224373,Items-TS-00223294-BR,10,Items-TS-00223294-BR,206,0,4/6/2022 9:00,7/6/2022 13:21,,,,,,,0,,,0,1,0,,,,,,0,0,1,471,0,,
W-185939,Items-EP-03466409-IN,10,Items-EP-03466409-IN,170,0,4/6/2022 9:00,,,,,,,,0,,,1,0,0,,,,,,1,0,0,804,,,
W-806916,Items-TS-01948203-UK,100,Items-TS-01948203-UK,237,1,4/6/2022 9:00,,,,,,,,0,,,0,1,3111,,,,3858,3858,0,0,0,848,,,
W-603852,Items-EE-00711445-JP,100,Items-EE-00711445-JP,158,0,4/6/2022 9:00,5/6/2022 13:22,,,,,,,0,,,1,0,0,,,,4013,4013,0,0,0,870,0,,
W-367651,Items-EE-08274581-US,10,Items-EE-08274581-US,240,0,4/6/2022 9:00,9/6/2022 15:28,,,,,,,0,,,0,0,0,,,,,,0,0,0,664,,,
W-952039,Items-BC-03358366-US,10,Items-BC-03358366-US,247,1,4/6/2022 9:00,6/6/2022 15:48,,,,,,,0,,,1,1,4383,,,,1077,1077,1,0,0,710,0,,
W-228581,Items-EP-04737482-IN,10,Items-EP-04737482-IN,153,0,4/6/2022 9:00,6/6/2022 16:35,,,,,,,0,,,0,1,3022,,,,3982,3982,1,0,0,821,0,,
W-914038,Items-SB-06491467-IN,100,Items-SB-06491467-IN,223,1,4/6/2022 9:00,8/6/2022 13:45,,,,,,,0,,,1,1,0,,,,4914,4914,0,0,0,728,0,,
W-823895,Items-BC-03055426-CH,10,Items-BC-03055426-CH,206,0,4/6/2022 9:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,797,,,
W-742670,Items-BC-06673555-BR,100,Items-BC-06673555-BR,194,0,4/6/2022 9:00,,,,,,,,0,,,0,1,4384,,,,3499,3499,1,0,0,480,,,
W-411698,Items-SB-07090191-UK,10,Items-SB-07090191-UK,183,0,4/6/2022 9:00,,,,,,,,0,,,0,0,0,,,,3715,3715,1,0,1,207,,,
W-380766,Items-EP-02043706-UK,10,Items-EP-02043706-UK,152,0,4/6/2022 9:00,7/6/2022 17:24,,,,,,,0,,,0,1,3076,,,,,,1,0,1,435,,,
W-267211,Items-TS-00245950-CH,10,Items-TS-00245950-CH,164,1,4/6/2022 9:00,6/6/2022 15:49,,,,,,,0,,,1,1,0,,,,4430,4430,1,0,0,692,,,
W-460940,Items-BC-02610967-US,10,Items-BC-02610967-US,249,1,4/6/2022 9:00,6/6/2022 14:39,,,,,,,0,,,1,1,0,,,,,,1,0,0,97,0,,
W-707073,Items-BC-02414724-JP,100,Items-BC-02414724-JP,175,0,4/6/2022 9:00,9/6/2022 13:45,,,,,,,0,,,0,0,3850,,,,,,0,0,0,507,,,
W-367363,Items-EE-07197264-UK,10,Items-EE-07197264-UK,232,0,4/6/2022 9:00,,,,,,,,0,,,0,1,0,,,,,,1,0,0,878,,,
W-482230,Items-SB-09133837-BR,10,Items-SB-09133837-BR,186,1,4/6/2022 9:00,,,,,,,,0,,,0,1,3345,,,,,,1,0,0,344,,,
W-158494,Items-EE-04270935-CH,100,Items-EE-04270935-CH,214,1,4/6/2022 9:00,,,,,,,,0,,,0,0,3069,,,,,,1,0,0,729,,,
W-75917,Items-SB-00509063-CH,10,Items-SB-00509063-CH,243,1,4/6/2022 9:00,8/6/2022 14:42,,,,,,,0,,,0,1,4518,,,,2148,2148,0,0,0,910,0,,
W-835936,Items-EP-00105503-JP,100,Items-EP-00105503-JP,182,1,4/6/2022 9:00,8/6/2022 16:37,,,,,,,0,,,1,1,0,,,,3810,3810,1,0,0,574,,,
W-536124,Items-BC-02647288-JP,10,Items-BC-02647288-JP,210,1,4/6/2022 9:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,591,,,
W-647796,Items-SB-06861728-JP,10,Items-SB-06861728-JP,249,1,4/6/2022 9:00,6/6/2022 14:34,,,,,,,0,,,1,1,0,,,,2872,2872,1,0,1,713,0,,
W-29962,Items-BC-02647288-JP,10,Items-BC-02647288-JP,151,0,4/6/2022 9:00,5/6/2022 15:32,,,,,,,0,,,0,0,3252,,,,685,685,1,0,0,129,0,,
W-201934,Items-EE-01061855-BR,10,Items-EE-01061855-BR,184,0,5/6/2022 18:00,,,,,,,,0,,,1,1,0,,,,1802,1802,0,0,0,57,0,,
W-218792,Items-SB-07090191-UK,10,Items-SB-07090191-UK,245,1,5/6/2022 18:00,7/6/2022 22:20,,,,,,,0,,,1,0,4289,,,,4479,4479,0,0,0,957,0,,
W-278812,Items-TS-08527791-UK,10,Items-TS-08527791-UK,171,1,5/6/2022 18:00,10/6/2022 2:35,,,,,,,0,,,0,0,0,,,,4358,4358,0,0,1,925,0,,
W-182005,Items-TS-00616746-UK,10,Items-TS-00616746-UK,189,0,5/6/2022 18:00,,,,,,,,0,,,0,1,3695,,,,1505,1505,1,0,1,587,,,
W-74395,Items-TS-04165340-US,10,Items-TS-04165340-US,226,0,5/6/2022 18:00,,,,,,,,0,,,0,1,0,,,,,,1,0,0,681,,,
W-102715,Items-EP-06020496-CH,10,Items-EP-06020496-CH,213,0,5/6/2022 18:00,,,,,,,,0,,,1,0,3681,,,,,,1,0,0,961,,,
W-336990,Items-TS-00245950-CH,10,Items-TS-00245950-CH,155,1,5/6/2022 18:00,,,,,,,,0,,,1,1,3057,,,,,,0,0,0,553,,,
W-618923,Items-EP-03940730-IN,10,Items-EP-03940730-IN,218,0,5/6/2022 18:00,6/6/2022 23:20,,,,,,,0,,,1,1,0,,,,1005,1005,1,0,0,508,,,
W-739822,Items-TS-07978610-IN,10,Items-TS-07978610-IN,186,1,5/6/2022 18:00,7/6/2022 22:27,,,,,,,0,,,1,1,4302,,,,5442,5442,1,0,0,231,,,
W-536359,Items-SB-03591404-JP,10,Items-SB-03591404-JP,186,1,5/6/2022 18:00,8/6/2022 22:40,,,,,,,0,,,1,0,0,,,,4039,4039,0,0,0,82,,,
W-698683,Items-EE-04886293-BR,10,Items-EE-04886293-BR,229,0,5/6/2022 18:00,,,,,,,,0,,,0,1,4013,,,,2579,2579,1,0,0,891,0,,
W-504200,Items-EP-07185699-JP,100,Items-EP-07185699-JP,208,1,5/6/2022 18:00,6/6/2022 23:22,,,,,,,0,,,0,0,0,,,,2991,2991,0,0,0,483,,,
W-535944,Items-EP-08791802-BR,100,Items-EP-08791802-BR,234,1,5/6/2022 18:00,,,,,,,,0,,,1,0,3397,,,,244,244,0,0,1,329,,,
W-28827,Items-SB-01922836-JP,100,Items-SB-01922836-JP,166,1,5/6/2022 18:00,10/6/2022 1:39,,,,,,,0,,,0,1,4490,,,,2291,2291,0,0,1,833,,,
W-546329,Items-TS-06879613-JP,10,Items-TS-06879613-JP,226,1,5/6/2022 18:00,,,,,,,,0,,,1,0,0,,,,2014,2014,0,0,0,605,0,,
W-185358,Items-BC-03358366-US,10,Items-BC-03358366-US,223,0,5/6/2022 18:00,,,,,,,,0,,,1,1,3122,,,,5408,5408,0,0,0,555,0,,
W-894809,Items-TS-00245950-CH,10,Items-TS-00245950-CH,198,1,5/6/2022 18:00,,,,,,,,0,,,1,1,0,,,,2121,2121,1,0,0,433,0,,
W-352865,Items-EE-03921377-JP,100,Items-EE-03921377-JP,245,1,5/6/2022 18:00,7/6/2022 1:48,,,,,,,0,,,1,1,0,,,,3239,3239,1,0,0,2,0,,
W-902818,Items-TS-08527791-UK,10,Items-TS-08527791-UK,187,1,5/6/2022 18:00,10/6/2022 1:48,,,,,,,0,,,0,1,0,,,,3691,3691,1,0,0,523,0,,
W-81631,Items-EE-06739822-CH,10,Items-EE-06739822-CH,178,0,5/6/2022 18:00,8/6/2022 2:29,,,,,,,0,,,1,0,0,,,,3558,3558,1,0,0,429,,,
W-626404,Items-EP-06020496-CH,100,Items-EP-06020496-CH,224,0,5/6/2022 18:00,10/6/2022 1:26,,,,,,,0,,,1,0,0,,,,330,330,1,0,0,117,0,,
W-767997,Items-EE-03921377-JP,100,Items-EE-03921377-JP,240,1,5/6/2022 18:00,,,,,,,,0,,,0,0,4041,,,,3294,3294,1,0,0,421,0,,
W-557775,Items-TS-00689461-BR,100,Items-TS-00689461-BR,198,1,5/6/2022 18:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,852,,,
W-288580,Items-TS-08597855-US,10,Items-TS-08597855-US,178,1,5/6/2022 18:00,,,,,,,,0,,,0,1,0,,,,,,0,0,0,3,,,
W-617551,Items-EP-08948583-UK,10,Items-EP-08948583-UK,173,1,5/6/2022 10:00,7/6/2022 16:21,,,,,,,0,,,1,1,0,,,,,,1,0,0,198,0,,
W-458157,Items-SB-07543853-UK,10,Items-SB-07543853-UK,163,1,5/6/2022 10:00,7/6/2022 15:44,,,,,,,0,,,1,0,0,,,,,,0,0,0,697,,,
W-470450,Items-SB-02734397-IN,10,Items-SB-02734397-IN,175,0,5/6/2022 10:00,,,,,,,,0,,,0,1,0,,,,2113,2113,1,0,0,247,,,
W-38100,Items-EE-02425548-JP,100,Items-EE-02425548-JP,170,0,5/6/2022 10:00,,,,,,,,0,,,0,0,3714,,,,,,0,0,1,992,,,
W-8983,Items-BC-03358366-US,10,Items-BC-03358366-US,190,1,5/6/2022 10:00,7/6/2022 18:34,,,,,,,0,,,0,1,4305,,,,,,1,0,0,5,,,
W-908155,Items-BC-06809611-UK,10,Items-BC-06809611-UK,221,0,5/6/2022 10:00,,,,,,,,0,,,1,1,0,,,,5016,5016,0,0,0,86,,,
W-177007,Items-SB-06392547-CH,100,Items-SB-06392547-CH,188,0,5/6/2022 10:00,6/6/2022 18:45,,,,,,,0,,,0,0,0,,,,,,0,0,0,310,0,,
W-338868,Items-TS-00616746-UK,10,Items-TS-00616746-UK,196,0,5/6/2022 10:00,,,,,,,,0,,,1,0,3018,,,,2080,2080,1,0,1,258,0,,
W-832970,Items-BC-08373900-UK,10,Items-BC-08373900-UK,162,1,5/6/2022 10:00,,,,,,,,0,,,0,0,4208,,,,,,1,0,0,763,,,
W-903985,Items-BC-08829600-JP,10,Items-BC-08829600-JP,227,0,5/6/2022 10:00,8/6/2022 14:37,,,,,,,0,,,0,1,0,,,,2164,2164,1,0,1,5,0,,
W-68999,Items-SB-01703268-CH,100,Items-SB-01703268-CH,189,0,5/6/2022 10:00,,,,,,,,0,,,1,1,4404,,,,3501,3501,0,0,0,322,,,
W-994723,Items-SB-07090191-UK,10,Items-SB-07090191-UK,246,0,5/6/2022 10:00,7/6/2022 15:20,,,,,,,0,,,1,1,4861,,,,538,538,0,0,0,36,0,,
W-229170,Items-EP-01310120-IN,100,Items-EP-01310120-IN,241,1,5/6/2022 10:00,7/6/2022 15:34,,,,,,,0,,,1,1,0,,,,,,1,0,0,232,0,,
W-909666,Items-EE-02425548-JP,10,Items-EE-02425548-JP,162,0,5/6/2022 10:00,,,,,,,,0,,,0,1,0,,,,,,0,0,0,274,,,
W-337892,Items-EE-00048982-CH,100,Items-EE-00048982-CH,186,0,5/6/2022 10:00,,,,,,,,0,,,0,0,3475,,,,,,1,0,0,116,,,
W-459329,Items-EP-00105503-JP,10,Items-EP-00105503-JP,221,0,5/6/2022 10:00,7/6/2022 14:40,,,,,,,0,,,0,0,4366,,,,293,293,1,0,0,150,,,
W-333607,Items-SB-07543853-UK,10,Items-SB-07543853-UK,185,0,5/6/2022 10:00,,,,,,,,0,,,0,0,3895,,,,,,1,0,0,71,,,
W-67795,Items-EE-04270935-CH,100,Items-EE-04270935-CH,180,1,5/6/2022 10:00,8/6/2022 16:39,,,,,,,0,,,1,0,3640,,,,,,1,0,1,623,0,,
W-585313,Items-EE-00048982-CH,100,Items-EE-00048982-CH,155,0,5/6/2022 10:00,6/6/2022 14:43,,,,,,,0,,,1,1,3761,,,,4849,4849,1,0,0,110,,,
W-302518,Items-EP-08948583-UK,10,Items-EP-08948583-UK,188,1,5/6/2022 10:00,8/6/2022 16:36,,,,,,,0,,,0,0,0,,,,,,0,0,0,850,0,,
W-371483,Items-BC-09230895-CH,10,Items-BC-09230895-CH,231,0,5/6/2022 10:00,,,,,,,,0,,,0,1,0,,,,5062,5062,1,0,0,782,,,
W-57481,Items-EP-02565413-IN,10,Items-EP-02565413-IN,242,0,5/6/2022 10:00,,,,,,,,0,,,1,1,4411,,,,,,1,0,0,231,,,
W-837882,Items-TS-00223294-BR,10,Items-TS-00223294-BR,174,0,5/6/2022 10:00,7/6/2022 18:35,,,,,,,0,,,1,1,0,,,,,,1,0,0,686,,,
W-766232,Items-BC-01252357-US,100,Items-BC-01252357-US,243,1,5/6/2022 10:00,,,,,,,,0,,,0,1,0,,,,3113,3113,1,0,1,150,0,,
W-937773,Items-EP-06020496-CH,10,Items-EP-06020496-CH,165,1,6/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,1119,1119,0,0,0,1,,,
W-665608,Items-BC-07511831-CH,10,Items-BC-07511831-CH,235,1,6/6/2022 21:00,,,,,,,,0,,,1,0,3062,,,,,,1,0,0,424,0,,
W-597509,Items-SB-00509063-CH,10,Items-SB-00509063-CH,250,0,6/6/2022 21:00,,,,,,,,0,,,1,1,0,,,,4689,4689,0,0,0,943,0,,
W-409588,Items-EP-02565413-IN,10,Items-EP-02565413-IN,171,0,6/6/2022 21:00,,,,,,,,0,,,0,0,0,,,,,,1,0,1,849,,,
W-585428,Items-TS-06687352-US,100,Items-TS-06687352-US,151,1,6/6/2022 21:00,,,,,,,,0,,,0,1,0,,,,4379,4379,1,0,1,133,0,,
W-150398,Items-TS-06687352-US,100,Items-TS-06687352-US,159,0,6/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,5283,5283,1,0,0,632,,,
W-14948,Items-SB-06861728-JP,100,Items-SB-06861728-JP,222,0,6/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,,,1,0,0,757,,,
W-879212,Items-TS-01921426-IN,10,Items-TS-01921426-IN,249,0,6/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,5373,5373,1,0,0,705,0,,
W-993501,Items-EP-02518400-IN,10,Items-EP-02518400-IN,202,1,6/6/2022 21:00,,,,,,,,0,,,0,0,0,,,,,,0,0,0,253,,,
W-842322,Items-TS-03700767-UK,10,Items-TS-03700767-UK,213,0,6/6/2022 21:00,,,,,,,,0,,,0,0,0,,,,1191,1191,0,0,1,25,0,,
W-734227,Items-EE-07197264-UK,10,Items-EE-07197264-UK,243,0,6/6/2022 21:00,10/6/2022 3:50,,,,,,,0,,,0,0,4286,,,,,,1,0,0,543,,,
W-35264,Items-BC-00078136-US,10,Items-BC-00078136-US,223,0,6/6/2022 21:00,,,,,,,,0,,,1,0,4962,,,,,,0,0,0,742,,,
W-69068,Items-BC-07313892-JP,10,Items-BC-07313892-JP,152,1,6/6/2022 21:00,11/6/2022 2:39,,,,,,,0,,,0,1,0,,,,,,1,0,0,222,,,
W-202396,Items-SB-06392547-CH,100,Items-SB-06392547-CH,211,1,6/6/2022 21:00,,,,,,,,0,,,1,1,0,,,,2033,2033,1,0,0,817,,,
W-959883,Items-EE-02512664-IN,10,Items-EE-02512664-IN,232,1,6/6/2022 21:00,9/6/2022 3:32,,,,,,,0,,,1,1,4415,,,,2991,2991,1,0,0,17,0,,
W-950049,Items-EP-03621157-BR,10,Items-EP-03621157-BR,245,1,6/6/2022 21:00,,,,,,,,0,,,0,1,0,,,,,,1,0,0,266,,,
W-12947,Items-SB-07595214-JP,100,Items-SB-07595214-JP,166,0,6/6/2022 21:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,974,,,
W-855280,Items-EE-06739822-CH,100,Items-EE-06739822-CH,197,1,6/6/2022 21:00,12/6/2022 1:39,,,,,,,0,,,0,0,0,,,,3216,3216,0,0,0,357,,,
W-118883,Items-BC-01462424-JP,100,Items-BC-01462424-JP,157,1,6/6/2022 21:00,,,,,,,,0,,,0,1,4819,,,,,,1,0,1,617,0,,
W-301371,Items-TS-06544504-BR,10,Items-TS-06544504-BR,191,0,6/6/2022 21:00,9/6/2022 2:42,,,,,,,0,,,0,0,0,,,,,,1,0,1,905,,,
W-828439,Items-TS-04699105-UK,10,Items-TS-04699105-UK,182,1,6/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,2046,2046,0,0,0,185,,,
W-712181,Items-EP-07185699-JP,10,Items-EP-07185699-JP,186,0,6/6/2022 21:00,12/6/2022 2:39,,,,,,,0,,,0,0,0,,,,1942,1942,0,0,0,608,0,,
W-652013,Items-EP-02043706-UK,100,Items-EP-02043706-UK,168,0,6/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,1993,1993,0,0,0,458,,,
W-130756,Items-SB-02546091-IN,10,Items-SB-02546091-IN,234,1,6/6/2022 21:00,,,,,,,,0,,,1,0,3635,,,,,,1,0,0,258,0,,
W-480444,Items-SB-01703268-CH,10,Items-SB-01703268-CH,238,0,6/6/2022 1:00,,,,,,,,0,,,0,1,3710,,,,,,1,0,0,553,0,,
W-822110,Items-TS-00616746-UK,10,Items-TS-00616746-UK,171,0,6/6/2022 1:00,10/6/2022 6:41,,,,,,,0,,,1,0,0,,,,,,0,0,0,219,0,,
W-430179,Items-BC-07313892-JP,10,Items-BC-07313892-JP,150,1,6/6/2022 1:00,,,,,,,,0,,,0,0,3848,,,,5368,5368,1,0,0,271,0,,
W-383812,Items-EP-01310120-IN,10,Items-EP-01310120-IN,176,0,6/6/2022 1:00,,,,,,,,0,,,1,1,0,,,,4682,4682,0,0,0,748,0,,
W-250623,Items-EP-00081648-CH,10,Items-EP-00081648-CH,242,0,6/6/2022 1:00,9/6/2022 6:32,,,,,,,0,,,1,0,0,,,,1392,1392,1,0,0,211,,,
W-55581,Items-TS-06196662-JP,10,Items-TS-06196662-JP,227,0,6/6/2022 1:00,11/6/2022 5:47,,,,,,,0,,,0,1,0,,,,,,1,0,0,502,0,,
W-654626,Items-TS-06577660-UK,100,Items-TS-06577660-UK,165,1,6/6/2022 1:00,,,,,,,,0,,,0,1,0,,,,2239,2239,1,0,1,924,,,
W-612316,Items-SB-06392547-CH,100,Items-SB-06392547-CH,177,1,6/6/2022 1:00,7/6/2022 7:24,,,,,,,0,,,1,0,0,,,,4661,4661,1,0,0,460,,,
W-137240,Items-EP-04550702-BR,10,Items-EP-04550702-BR,177,0,6/6/2022 1:00,9/6/2022 5:21,,,,,,,0,,,1,1,4565,,,,,,0,0,0,337,0,,
W-334828,Items-BC-09039142-BR,10,Items-BC-09039142-BR,177,0,6/6/2022 1:00,11/6/2022 6:27,,,,,,,0,,,1,1,0,,,,,,1,0,1,377,0,,
W-527371,Items-TS-02922392-CH,10,Items-TS-02922392-CH,232,0,6/6/2022 1:00,,,,,,,,0,,,0,0,0,,,,5055,5055,1,0,0,586,0,,
W-849160,Items-TS-04699105-UK,10,Items-TS-04699105-UK,214,0,6/6/2022 1:00,8/6/2022 6:47,,,,,,,0,,,1,0,0,,,,,,1,0,0,938,0,,
W-575208,Items-SB-02355705-UK,10,Items-SB-02355705-UK,198,0,6/6/2022 1:00,,,,,,,,0,,,0,1,3801,,,,5225,5225,0,0,1,2,,,
W-565051,Items-EP-03940730-IN,10,Items-EP-03940730-IN,157,0,6/6/2022 1:00,8/6/2022 7:23,,,,,,,0,,,0,1,0,,,,905,905,0,0,1,210,0,,
W-422899,Items-TS-06064368-US,10,Items-TS-06064368-US,184,1,6/6/2022 1:00,,,,,,,,0,,,0,0,0,,,,2200,2200,0,0,0,249,0,,
W-611496,Items-EP-01965204-IN,100,Items-EP-01965204-IN,161,0,6/6/2022 1:00,,,,,,,,0,,,1,0,3872,,,,,,0,0,0,553,0,,
W-774285,Items-EE-00741901-CH,10,Items-EE-00741901-CH,155,1,6/6/2022 1:00,,,,,,,,0,,,1,1,0,,,,3805,3805,0,0,0,656,,,
W-970762,Items-TS-03319863-CH,10,Items-TS-03319863-CH,188,0,6/6/2022 1:00,10/6/2022 6:37,,,,,,,0,,,0,1,0,,,,,,0,0,1,957,0,,
W-82550,Items-SB-03591404-JP,100,Items-SB-03591404-JP,154,0,6/6/2022 1:00,10/6/2022 8:27,,,,,,,0,,,0,1,3201,,,,,,0,0,0,988,,,
W-303813,Items-BC-01462424-JP,100,Items-BC-01462424-JP,213,0,6/6/2022 1:00,10/6/2022 7:38,,,,,,,0,,,1,1,0,,,,,,1,0,1,548,0,,
W-881620,Items-BC-02610967-US,10,Items-BC-02610967-US,172,0,6/6/2022 1:00,11/6/2022 5:36,,,,,,,0,,,1,0,0,,,,,,1,0,0,993,,,
W-79083,Items-SB-02330381-US,10,Items-SB-02330381-US,208,0,6/6/2022 1:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,448,,,
W-761991,Items-EE-04886293-BR,100,Items-EE-04886293-BR,182,1,6/6/2022 1:00,7/6/2022 8:36,,,,,,,0,,,0,1,0,,,,552,552,0,0,0,288,0,,
W-727473,Items-BC-06949570-JP,10,Items-BC-06949570-JP,224,1,6/6/2022 1:00,11/6/2022 9:39,,,,,,,0,,,0,1,0,,,,2209,2209,1,0,0,778,,,
W-452313,Items-BC-00078136-US,10,Items-BC-00078136-US,172,1,7/6/2022 14:00,,,,,,,,0,,,0,1,4611,,,,3991,3991,0,0,0,380,0,,
W-967609,Items-BC-01252357-US,10,Items-BC-01252357-US,175,0,7/6/2022 14:00,12/6/2022 22:20,,,,,,,0,,,0,0,3809,,,,2199,2199,1,0,0,322,0,,
W-112446,Items-EP-03052349-BR,10,Items-EP-03052349-BR,241,1,7/6/2022 14:00,,,,,,,,0,,,1,1,0,,,,3259,3259,0,0,0,716,0,,
W-207336,Items-TS-07978610-IN,100,Items-TS-07978610-IN,183,1,7/6/2022 14:00,,,,,,,,0,,,1,1,0,,,,,,1,0,1,754,,,
W-443433,Items-EP-02043706-UK,100,Items-EP-02043706-UK,161,0,7/6/2022 14:00,9/6/2022 20:45,,,,,,,0,,,1,1,3716,,,,,,1,0,0,377,0,,
W-27935,Items-BC-02647288-JP,10,Items-BC-02647288-JP,211,0,7/6/2022 14:00,,,,,,,,0,,,1,1,0,,,,1523,1523,0,0,0,288,0,,
W-477477,Items-BC-03055426-CH,10,Items-BC-03055426-CH,237,0,7/6/2022 14:00,,,,,,,,0,,,1,1,0,,,,,,0,0,1,899,,,
W-50131,Items-EE-09684287-CH,10,Items-EE-09684287-CH,228,1,7/6/2022 14:00,,,,,,,,0,,,1,1,0,,,,,,1,0,1,285,0,,
W-269080,Items-SB-09133837-BR,100,Items-SB-09133837-BR,192,0,7/6/2022 14:00,12/6/2022 19:30,,,,,,,0,,,0,1,0,,,,3952,3952,1,0,0,667,0,,
W-474309,Items-EP-03052349-BR,10,Items-EP-03052349-BR,235,1,7/6/2022 14:00,9/6/2022 19:25,,,,,,,0,,,0,0,0,,,,251,251,0,0,0,910,0,,
W-840060,Items-BC-08829600-JP,10,Items-BC-08829600-JP,220,0,7/6/2022 14:00,10/6/2022 18:32,,,,,,,0,,,0,0,0,,,,3286,3286,1,0,0,115,,,
W-627806,Items-TS-03796255-IN,10,Items-TS-03796255-IN,152,0,7/6/2022 14:00,,,,,,,,0,,,0,1,3481,,,,4873,4873,1,0,0,834,,,
W-997182,Items-BC-07313892-JP,100,Items-BC-07313892-JP,250,1,7/6/2022 14:00,,,,,,,,0,,,1,0,3923,,,,2894,2894,0,0,0,806,,,
W-37973,Items-BC-01462424-JP,100,Items-BC-01462424-JP,185,1,7/6/2022 14:00,12/6/2022 20:42,,,,,,,0,,,1,0,0,,,,1919,1919,1,0,1,576,,,
W-252012,Items-EP-00105503-JP,100,Items-EP-00105503-JP,219,0,7/6/2022 14:00,9/6/2022 21:41,,,,,,,0,,,0,0,4741,,,,,,0,0,1,987,,,
W-374662,Items-BC-08829600-JP,10,Items-BC-08829600-JP,250,1,7/6/2022 14:00,12/6/2022 22:23,,,,,,,0,,,0,1,0,,,,,,0,0,0,468,,,
W-915077,Items-SB-09133837-BR,10,Items-SB-09133837-BR,192,1,7/6/2022 14:00,,,,,,,,0,,,0,1,3904,,,,554,554,0,0,0,106,0,,
W-541207,Items-SB-06491467-IN,10,Items-SB-06491467-IN,227,1,7/6/2022 14:00,,,,,,,,0,,,1,0,0,,,,,,0,0,0,913,,,
W-107710,Items-EE-04886293-BR,10,Items-EE-04886293-BR,224,0,7/6/2022 14:00,12/6/2022 20:30,,,,,,,0,,,0,0,4623,,,,1114,1114,1,0,0,201,0,,
