,ItemId,SubWorkCenter,LastModifiedDate_Hour,LastModifiedDate_Date,count(BoardId),ID,Date,Shift,Hour,Quantity,LineLeader,Bay,DivisionId,CreationDateTime,BreakTime,WorkOrderId,Company,Division,Description,Modality,Revision,BaseUOM,Batch_Management,SerialNumber_Profile,ShelfLife,ShelfLife_Date,MSD,Item_Category,MSLDetails
311,Items-EE-02512664-IN,EE-0001,10,1,11,280,2022-06-01,G,1900-01-01 10:31:50,24,EE_LineLeader_1,EE-0001,4,2022-06-01 06:16:00,0,W-58736,,,Items-EE-02512664-IN,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_IN,None
312,Items-EE-04270935-CH,EE-0001,11,3,12,634,2022-06-03,G,1900-01-01 11:31:50,37,EE_LineLeader_1,EE-0001,4,2022-06-03 06:06:00,60,W-606823,,,Items-EE-04270935-CH,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_CH,None
313,Items-EP-00081648-CH,EP-0001,20,1,5,270,2022-06-01,G,1900-01-01 20:31:50,31,EP_LineLeader_1,EP-0001,1,2022-06-01 06:08:00,30,W-172692,,,Items-EP-00081648-CH,EP,None,None,None,2023-01-03 35:19:32,None,None,None,EP_CH,None
314,Items-TS-04699105-UK,TS-0001,12,2,12,521,2022-06-02,G,1900-01-01 12:31:50,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,60,W-857577,,,Items-TS-04699105-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
315,Items-SB-00509063-CH,SB-0001,14,2,19,305,2022-06-02,G,1900-01-01 14:31:50,23,SB_LineLeader_1,SB-0001,3,2022-06-02 11:02:00,0,W-646894,,,Items-SB-00509063-CH,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_CH,None
316,Items-TS-03538389-US,TS-0001,16,2,4,345,2022-06-02,G,1900-01-01 16:31:50,24,TS_LineLeader_1,TS-0001,2,2022-06-02 11:06:00,60,W-577194,,,Items-TS-03538389-US,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_US,None
317,Items-EE-00711445-JP,EE-0001,14,2,23,477,2022-06-02,G,1900-01-01 14:31:50,38,EE_LineLeader_1,EE-0001,4,2022-06-02 03:02:00,0,W-262684,,,Items-EE-00711445-JP,EE,None,None,None,2023-01-03 19:35:32,None,None,None,EE_JP,None
318,Items-TS-06064368-US,TS-0001,15,2,17,425,2022-06-02,G,1900-01-01 15:31:50,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,0,W-143143,,,Items-TS-06064368-US,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_US,None
319,Items-TS-06064368-US,TS-0001,15,2,17,423,2022-06-02,G,1900-01-01 15:31:50,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-143143,,,Items-TS-06064368-US,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_US,None
320,Items-BC-04459113-US,BC-0001,11,3,14,553,2022-06-03,G,1900-01-01 11:31:50,18,BC_LineLeader_1,BC-0001,5,2022-06-03 06:16:00,30,W-623169,,,Items-BC-04459113-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
321,Items-EP-00081648-CH,EP-0001,20,3,15,568,2022-06-03,G,1900-01-01 20:31:50,58,EP_LineLeader_1,EP-0001,1,2022-06-03 06:08:00,60,W-306570,,,Items-EP-00081648-CH,EP,None,None,None,2023-01-03 35:19:32,None,None,None,EP_CH,None
322,Items-EE-04270935-CH,EE-0001,9,1,6,242,2022-06-01,G,1900-01-01 09:31:50,28,EE_LineLeader_1,EE-0001,4,2022-06-01 06:16:00,60,W-925170,,,Items-EE-04270935-CH,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_CH,None
323,Items-EP-08791802-BR,EP-0001,14,1,24,191,2022-06-01,G,1900-01-01 14:31:50,26,EP_LineLeader_1,EP-0001,1,2022-06-01 06:18:00,30,W-321699,,,Items-EP-08791802-BR,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_BR,None
324,Items-TS-04699105-UK,TS-0001,18,2,17,520,2022-06-02,G,1900-01-01 18:31:50,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,30,W-857577,,,Items-TS-04699105-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
325,Items-TS-00689461-BR,TS-0001,14,1,18,151,2022-06-01,G,1900-01-01 14:31:50,29,TS_LineLeader_1,TS-0001,2,2022-06-01 21:12:00,60,W-869711,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
326,Items-BC-03358366-US,BC-0001,12,3,20,670,2022-06-03,G,1900-01-01 12:31:50,36,BC_LineLeader_1,BC-0001,5,2022-06-03 05:10:00,0,W-738949,,,Items-BC-03358366-US,BC,None,None,None,2023-01-03 19:35:32,None,None,None,BC_US,None
327,Items-BC-08035102-BR,BC-0001,13,2,16,481,2022-06-02,G,1900-01-01 13:31:50,158,BC_LineLeader_1,BC-0001,5,2022-06-02 03:02:00,60,W-283937,,,Items-BC-08035102-BR,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_BR,None
328,Items-EE-07197264-UK,EE-0001,19,2,22,403,2022-06-02,G,1900-01-01 19:31:50,21,EE_LineLeader_1,EE-0001,4,2022-06-02 11:02:00,30,W-969893,,,Items-EE-07197264-UK,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_UK,None
329,Items-EE-07197264-UK,EE-0001,19,2,22,362,2022-06-02,G,1900-01-01 19:31:50,27,EE_LineLeader_1,EE-0001,4,2022-06-02 11:02:00,60,W-110916,,,Items-EE-07197264-UK,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_UK,None
330,Items-TS-00223294-BR,TS-0001,13,1,9,128,2022-06-01,G,1900-01-01 13:31:50,39,TS_LineLeader_1,TS-0001,2,2022-06-01 21:10:00,0,W-619485,,,Items-TS-00223294-BR,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_BR,None
331,Items-BC-09230895-CH,BC-0001,19,1,12,212,2022-06-01,G,1900-01-01 19:31:50,21,BC_LineLeader_1,BC-0001,5,2022-06-01 06:18:00,30,W-743803,,,Items-BC-09230895-CH,BC,None,None,None,20230103 35-19-32,None,None,None,BC_CH,None
332,Items-BC-09230895-CH,BC-0001,19,1,12,204,2022-06-01,G,1900-01-01 19:31:50,20,BC_LineLeader_1,BC-0001,5,2022-06-01 06:02:00,30,W-743803,,,Items-BC-09230895-CH,BC,None,None,None,20230103 35-19-32,None,None,None,BC_CH,None
333,Items-BC-04459113-US,BC-0001,19,1,14,40,2022-06-01,G,1900-01-01 19:31:50,23,BC_LineLeader_1,BC-0001,5,2022-06-01 21:02:00,60,W-666164,,,Items-BC-04459113-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
334,Items-SB-06491467-IN,SB-0001,11,1,9,123,2022-06-01,G,1900-01-01 11:31:50,41,SB_LineLeader_1,SB-0001,3,2022-06-01 21:08:00,30,W-881446,,,Items-SB-06491467-IN,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_IN,None
335,Items-EE-04270935-CH,EE-0001,19,1,12,239,2022-06-01,G,1900-01-01 19:31:50,28,EE_LineLeader_1,EE-0001,4,2022-06-01 06:10:00,60,W-925170,,,Items-EE-04270935-CH,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_CH,None
336,Items-TS-04419885-CH,TS-0001,14,1,4,74,2022-06-01,G,1900-01-01 14:31:50,21,TS_LineLeader_1,TS-0001,2,2022-06-01 21:14:00,0,W-826468,,,Items-TS-04419885-CH,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_CH,None
337,Items-TS-01948203-UK,TS-0001,11,1,4,201,2022-06-01,G,1900-01-01 11:31:50,44,TS_LineLeader_1,TS-0001,2,2022-06-01 06:04:00,30,W-982000,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
338,Items-SB-09133837-BR,SB-0001,17,2,37,448,2022-06-02,G,1900-01-01 17:31:50,38,SB_LineLeader_1,SB-0001,3,2022-06-02 03:06:00,30,W-835625,,,Items-SB-09133837-BR,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_BR,None
339,Items-BC-08035102-BR,BC-0001,11,3,17,600,2022-06-03,G,1900-01-01 11:31:50,32,BC_LineLeader_1,BC-0001,5,2022-06-03 06:04:00,30,W-355498,,,Items-BC-08035102-BR,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_BR,None
340,Items-BC-07313892-JP,BC-0001,14,1,7,89,2022-06-01,G,1900-01-01 14:31:50,31,BC_LineLeader_1,BC-0001,5,2022-06-01 21:04:00,30,W-994063,,,Items-BC-07313892-JP,BC,None,None,None,20230103 35-19-32,None,None,None,BC_JP,None
341,Items-TS-06196581-JP,TS-0001,10,2,23,489,2022-06-02,G,1900-01-01 10:31:50,23,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,0,W-535957,,,Items-TS-06196581-JP,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_JP,None
342,Items-TS-06196581-JP,TS-0001,10,2,23,322,2022-06-02,G,1900-01-01 10:31:50,25,TS_LineLeader_1,TS-0001,2,2022-06-02 11:16:00,0,W-638302,,,Items-TS-06196581-JP,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_JP,None
343,Items-TS-00689461-BR,TS-0001,20,1,13,153,2022-06-01,G,1900-01-01 20:31:50,29,TS_LineLeader_1,TS-0001,2,2022-06-01 21:16:00,60,W-869711,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
344,Items-TS-00689461-BR,TS-0001,20,1,13,150,2022-06-01,G,1900-01-01 20:31:50,29,TS_LineLeader_1,TS-0001,2,2022-06-01 21:10:00,30,W-869711,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
345,Items-TS-03528268-BR,TS-0001,11,1,7,167,2022-06-01,G,1900-01-01 11:31:50,22,TS_LineLeader_1,TS-0001,2,2022-06-01 06:14:00,0,W-159846,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
346,Items-EE-08274581-US,EE-0001,14,1,18,62,2022-06-01,G,1900-01-01 14:31:50,19,EE_LineLeader_1,EE-0001,4,2022-06-01 21:12:00,0,W-287757,,,Items-EE-08274581-US,EE,None,None,None,2023-01-03 35:19:32,None,None,None,EE_US,None
347,Items-BC-00797195-JP,BC-0001,18,1,16,99,2022-06-01,G,1900-01-01 18:31:50,44,BC_LineLeader_1,BC-0001,5,2022-06-01 21:10:00,0,W-655634,,,Items-BC-00797195-JP,BC,None,None,None,20230103 35-19-32,None,None,None,BC_JP,None
348,Items-SB-04583531-US,SB-0001,10,3,7,675,2022-06-03,G,1900-01-01 10:31:50,22,SB_LineLeader_1,SB-0001,3,2022-06-03 05:10:00,30,W-479233,,,Items-SB-04583531-US,SB,None,None,None,20230103 35-19-32,None,None,None,SB_US,None
349,Items-SB-07595214-JP,SB-0001,18,2,15,386,2022-06-02,G,1900-01-01 18:31:50,27,SB_LineLeader_1,SB-0001,3,2022-06-02 11:08:00,60,W-335861,,,,,,,,,,,,,
350,Items-TS-02922392-CH,TS-0001,18,3,29,593,2022-06-03,G,1900-01-01 18:31:50,34,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,0,W-946448,,,Items-TS-02922392-CH,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_CH,None
351,Items-TS-00689461-BR,TS-0001,14,3,22,696,2022-06-03,G,1900-01-01 14:31:50,28,TS_LineLeader_1,TS-0001,2,2022-06-03 05:08:00,0,W-1322,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
352,Items-TS-00689461-BR,TS-0001,14,3,22,631,2022-06-03,G,1900-01-01 14:31:50,230,TS_LineLeader_1,TS-0001,2,2022-06-03 06:02:00,30,W-977954,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
353,Items-TS-01948203-UK,TS-0001,14,3,10,661,2022-06-03,G,1900-01-01 14:31:50,21,TS_LineLeader_1,TS-0001,2,2022-06-03 05:12:00,60,W-827075,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
354,Items-SB-00509063-CH,SB-0001,10,1,6,119,2022-06-01,G,1900-01-01 10:31:50,58,SB_LineLeader_1,SB-0001,3,2022-06-01 21:06:00,0,W-151434,,,Items-SB-00509063-CH,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_CH,None
355,Items-TS-06064368-US,TS-0001,14,2,10,421,2022-06-02,G,1900-01-01 14:31:50,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,0,W-143143,,,Items-TS-06064368-US,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_US,None
356,Items-BC-00078136-US,BC-0001,18,3,9,679,2022-06-03,G,1900-01-01 18:31:50,26,BC_LineLeader_1,BC-0001,5,2022-06-03 05:04:00,60,W-783391,,,Items-BC-00078136-US,BC,None,None,None,2023-01-03 19:35:32,None,None,None,BC_US,None
357,Items-BC-07313892-JP,BC-0001,20,1,4,90,2022-06-01,G,1900-01-01 20:31:50,32,BC_LineLeader_1,BC-0001,5,2022-06-01 21:06:00,30,W-994063,,,Items-BC-07313892-JP,BC,None,None,None,20230103 35-19-32,None,None,None,BC_JP,None
358,Items-EP-03052349-BR,EP-0001,10,1,21,145,2022-06-01,G,1900-01-01 10:31:50,16,EP_LineLeader_1,EP-0001,1,2022-06-01 21:20:00,60,W-312075,,,Items-EP-03052349-BR,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_BR,None
359,Items-BC-09230895-CH,BC-0001,13,1,5,211,2022-06-01,G,1900-01-01 13:31:50,20,BC_LineLeader_1,BC-0001,5,2022-06-01 06:16:00,0,W-743803,,,Items-BC-09230895-CH,BC,None,None,None,20230103 35-19-32,None,None,None,BC_CH,None
360,Items-EE-01947410-JP,EE-0001,16,2,24,381,2022-06-02,G,1900-01-01 16:31:50,26,EE_LineLeader_1,EE-0001,4,2022-06-02 11:14:00,30,W-205583,,,Items-EE-01947410-JP,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_JP,None
361,Items-EE-01947410-JP,EE-0001,16,2,24,375,2022-06-02,G,1900-01-01 16:31:50,26,EE_LineLeader_1,EE-0001,4,2022-06-02 11:02:00,0,W-205583,,,Items-EE-01947410-JP,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_JP,None
362,Items-TS-05745797-BR,TS-0001,11,2,3,443,2022-06-02,G,1900-01-01 11:31:50,48,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,60,W-514549,,,Items-TS-05745797-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
363,Items-BC-04459113-US,BC-0001,15,3,9,548,2022-06-03,G,1900-01-01 15:31:50,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,0,W-623169,,,Items-BC-04459113-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
364,Items-EE-03921377-JP,EE-0001,12,1,8,134,2022-06-01,G,1900-01-01 12:31:50,37,EE_LineLeader_1,EE-0001,4,2022-06-01 21:10:00,0,W-411354,,,Items-EE-03921377-JP,EE,None,None,None,20230103 35-19-32,None,None,None,EE_JP,None
365,Items-EE-03921377-JP,EE-0001,12,1,8,130,2022-06-01,G,1900-01-01 12:31:50,36,EE_LineLeader_1,EE-0001,4,2022-06-01 21:02:00,0,W-411354,,,Items-EE-03921377-JP,EE,None,None,None,20230103 35-19-32,None,None,None,EE_JP,None
366,Items-EE-04270935-CH,EE-0001,16,1,8,240,2022-06-01,G,1900-01-01 16:31:50,28,EE_LineLeader_1,EE-0001,4,2022-06-01 06:12:00,0,W-925170,,,Items-EE-04270935-CH,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_CH,None
367,Items-SB-03591404-JP,SB-0001,14,2,20,300,2022-06-02,G,1900-01-01 14:31:50,24,SB_LineLeader_1,SB-0001,3,2022-06-02 11:16:00,0,W-389480,,,Items-SB-03591404-JP,SB,None,None,None,03/01/2023 35:19:32,None,None,None,SB_JP,None
368,Items-TS-06196581-JP,TS-0001,18,2,18,319,2022-06-02,G,1900-01-01 18:31:50,25,TS_LineLeader_1,TS-0001,2,2022-06-02 11:10:00,60,W-638302,,,Items-TS-06196581-JP,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_JP,None
369,Items-TS-03528268-BR,TS-0001,16,3,34,624,2022-06-03,G,1900-01-01 16:31:50,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,0,W-371394,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
370,Items-TS-03528268-BR,TS-0001,16,3,34,623,2022-06-03,G,1900-01-01 16:31:50,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,30,W-371394,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
371,Items-TS-03528268-BR,TS-0001,16,3,34,583,2022-06-03,G,1900-01-01 16:31:50,19,TS_LineLeader_1,TS-0001,2,2022-06-03 06:08:00,60,W-710998,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
372,Items-EE-00711445-JP,EE-0001,17,2,19,393,2022-06-02,G,1900-01-01 17:31:50,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:06:00,0,W-347806,,,Items-EE-00711445-JP,EE,None,None,None,2023-01-03 19:35:32,None,None,None,EE_JP,None
373,Items-BC-00797195-JP,BC-0001,15,1,7,96,2022-06-01,G,1900-01-01 15:31:50,43,BC_LineLeader_1,BC-0001,5,2022-06-01 21:04:00,30,W-655634,,,Items-BC-00797195-JP,BC,None,None,None,20230103 35-19-32,None,None,None,BC_JP,None
374,Items-EP-03052349-BR,EP-0001,9,1,17,144,2022-06-01,G,1900-01-01 09:31:50,16,EP_LineLeader_1,EP-0001,1,2022-06-01 21:18:00,0,W-312075,,,Items-EP-03052349-BR,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_BR,None
375,Items-EP-03052349-BR,EP-0001,9,1,17,143,2022-06-01,G,1900-01-01 09:31:50,16,EP_LineLeader_1,EP-0001,1,2022-06-01 21:16:00,0,W-312075,,,Items-EP-03052349-BR,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_BR,None
376,Items-EP-03052349-BR,EP-0001,9,1,17,142,2022-06-01,G,1900-01-01 09:31:50,16,EP_LineLeader_1,EP-0001,1,2022-06-01 21:14:00,0,W-312075,,,Items-EP-03052349-BR,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_BR,None
377,Items-EP-03052349-BR,EP-0001,9,1,17,139,2022-06-01,G,1900-01-01 09:31:50,15,EP_LineLeader_1,EP-0001,1,2022-06-01 21:08:00,0,W-312075,,,Items-EP-03052349-BR,EP,None,None,None,03/01/2023 35:19:32,None,None,None,EP_BR,None
378,Items-BC-09039142-BR,BC-0001,17,1,6,249,2022-06-01,G,1900-01-01 17:31:50,31,BC_LineLeader_1,BC-0001,5,2022-06-01 06:14:00,30,W-767892,,,Items-BC-09039142-BR,BC,None,None,None,2023-01-03 19:35:32,None,None,None,BC_BR,None
379,Items-TS-00223294-BR,TS-0001,14,3,4,707,2022-06-03,G,1900-01-01 14:31:50,23,TS_LineLeader_1,TS-0001,2,2022-06-03 05:16:00,60,W-323023,,,Items-TS-00223294-BR,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_BR,None
380,Items-TS-06879613-JP,TS-0001,18,2,9,459,2022-06-02,G,1900-01-01 18:31:50,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,30,W-370833,,,Items-TS-06879613-JP,TS,None,None,None,20230103 35-19-32,None,None,None,TS_JP,None
381,Items-TS-00223294-BR,TS-0001,11,2,12,417,2022-06-02,G,1900-01-01 11:31:50,82,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,0,W-643874,,,Items-TS-00223294-BR,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_BR,None
382,Items-EP-07767398-CH,EP-0001,11,2,25,508,2022-06-02,G,1900-01-01 11:31:50,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:08:00,0,W-673166,,,Items-EP-07767398-CH,EP,None,None,None,20230103 35-19-32,None,None,None,EP_CH,None
383,Items-EP-07767398-CH,EP-0001,11,2,25,507,2022-06-02,G,1900-01-01 11:31:50,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:06:00,60,W-673166,,,Items-EP-07767398-CH,EP,None,None,None,20230103 35-19-32,None,None,None,EP_CH,None
384,Items-EP-07767398-CH,EP-0001,11,2,25,506,2022-06-02,G,1900-01-01 11:31:50,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:04:00,60,W-673166,,,Items-EP-07767398-CH,EP,None,None,None,20230103 35-19-32,None,None,None,EP_CH,None
385,Items-BC-06673555-BR,BC-0001,12,3,7,579,2022-06-03,G,1900-01-01 12:31:50,68,BC_LineLeader_1,BC-0001,5,2022-06-03 06:06:00,0,W-779356,,,Items-BC-06673555-BR,BC,None,None,None,20230103 35-19-32,None,None,None,BC_BR,None
386,Items-TS-00689461-BR,TS-0001,9,3,4,697,2022-06-03,G,1900-01-01 09:31:50,28,TS_LineLeader_1,TS-0001,2,2022-06-03 05:10:00,0,W-1322,,,Items-TS-00689461-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
387,Items-TS-04419885-CH,TS-0001,10,1,10,71,2022-06-01,G,1900-01-01 10:31:50,21,TS_LineLeader_1,TS-0001,2,2022-06-01 21:08:00,60,W-826468,,,Items-TS-04419885-CH,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_CH,None
388,Items-TS-04419885-CH,TS-0001,10,1,10,69,2022-06-01,G,1900-01-01 10:31:50,20,TS_LineLeader_1,TS-0001,2,2022-06-01 21:04:00,0,W-826468,,,Items-TS-04419885-CH,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_CH,None
389,Items-BC-09230895-CH,BC-0001,14,1,10,205,2022-06-01,G,1900-01-01 14:31:50,20,BC_LineLeader_1,BC-0001,5,2022-06-01 06:04:00,0,W-743803,,,Items-BC-09230895-CH,BC,None,None,None,20230103 35-19-32,None,None,None,BC_CH,None
390,Items-TS-04165340-US,TS-0001,16,2,22,331,2022-06-02,G,1900-01-01 16:31:50,23,TS_LineLeader_1,TS-0001,2,2022-06-02 11:14:00,60,W-133056,,,Items-TS-04165340-US,TS,None,None,None,20230103 35-19-32,None,None,None,TS_US,None
391,Items-TS-04165340-US,TS-0001,16,2,22,329,2022-06-02,G,1900-01-01 16:31:50,23,TS_LineLeader_1,TS-0001,2,2022-06-02 11:10:00,0,W-133056,,,Items-TS-04165340-US,TS,None,None,None,20230103 35-19-32,None,None,None,TS_US,None
392,Items-TS-03528268-BR,TS-0001,19,3,41,622,2022-06-03,G,1900-01-01 19:31:50,38,TS_LineLeader_1,TS-0001,2,2022-06-03 06:04:00,0,W-371394,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
393,Items-TS-03528268-BR,TS-0001,19,3,41,582,2022-06-03,G,1900-01-01 19:31:50,19,TS_LineLeader_1,TS-0001,2,2022-06-03 06:06:00,60,W-710998,,,Items-TS-03528268-BR,TS,None,None,None,2023-01-03 35:19:32,None,None,None,TS_BR,None
394,Items-TS-01948203-UK,TS-0001,10,2,11,464,2022-06-02,G,1900-01-01 10:31:50,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,60,W-675620,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
395,Items-TS-01948203-UK,TS-0001,10,2,11,460,2022-06-02,G,1900-01-01 10:31:50,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,60,W-675620,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
396,Items-TS-00245950-CH,TS-0001,17,4,26,1029,2022-06-04,G,1900-01-01 17:31:50,19,TS_LineLeader_1,TS-0001,2,2022-06-04 09:16:00,0,W-267211,,,Items-TS-00245950-CH,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_CH,None
397,Items-TS-03538389-US,TS-0001,12,3,24,686,2022-06-03,G,1900-01-01 12:31:50,34,TS_LineLeader_1,TS-0001,2,2022-06-03 05:02:00,0,W-520209,,,Items-TS-03538389-US,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_US,None
398,Items-TS-01948203-UK,TS-0001,12,1,8,202,2022-06-01,G,1900-01-01 12:31:50,44,TS_LineLeader_1,TS-0001,2,2022-06-01 06:06:00,60,W-982000,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
399,Items-SB-00509063-CH,SB-0001,15,2,13,373,2022-06-02,G,1900-01-01 15:31:50,31,SB_LineLeader_1,SB-0001,3,2022-06-02 11:12:00,0,W-225367,,,Items-SB-00509063-CH,SB,None,None,None,2023-01-03 35:19:32,None,None,None,SB_CH,None
400,Items-BC-08373900-UK,BC-0001,9,1,3,77,2022-06-01,G,1900-01-01 09:31:50,55,BC_LineLeader_1,BC-0001,5,2022-06-01 21:04:00,0,W-847481,,,Items-BC-08373900-UK,BC,None,None,None,2023-01-03 35:19:32,None,None,None,BC_UK,None
401,Items-BC-01252357-US,BC-0001,19,1,32,108,2022-06-01,G,1900-01-01 19:31:50,25,BC_LineLeader_1,BC-0001,5,2022-06-01 21:18:00,0,W-695321,,,Items-BC-01252357-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
402,Items-BC-01252357-US,BC-0001,13,1,19,169,2022-06-01,G,1900-01-01 13:31:50,46,BC_LineLeader_1,BC-0001,5,2022-06-01 06:02:00,30,W-312828,,,Items-BC-01252357-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
403,Items-BC-01252357-US,BC-0001,13,1,19,105,2022-06-01,G,1900-01-01 13:31:50,24,BC_LineLeader_1,BC-0001,5,2022-06-01 21:12:00,0,W-695321,,,Items-BC-01252357-US,BC,None,None,None,03/01/2023 35:19:32,None,None,None,BC_US,None
404,Items-EE-04270935-CH,EE-0001,12,1,19,238,2022-06-01,G,1900-01-01 12:31:50,28,EE_LineLeader_1,EE-0001,4,2022-06-01 06:08:00,30,W-925170,,,Items-EE-04270935-CH,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_CH,None
405,Items-EE-04270935-CH,EE-0001,12,1,19,237,2022-06-01,G,1900-01-01 12:31:50,28,EE_LineLeader_1,EE-0001,4,2022-06-01 06:06:00,0,W-925170,,,Items-EE-04270935-CH,EE,None,None,None,03/01/2023 35:19:32,None,None,None,EE_CH,None
406,Items-TS-05745797-BR,TS-0001,12,2,6,442,2022-06-02,G,1900-01-01 12:31:50,47,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,60,W-514549,,,Items-TS-05745797-BR,TS,None,None,None,03/01/2023 35:19:32,None,None,None,TS_BR,None
407,Items-TS-01948203-UK,TS-0001,13,2,31,467,2022-06-02,G,1900-01-01 13:31:50,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:16:00,30,W-675620,,,Items-TS-01948203-UK,TS,None,None,None,2023-01-03 19:35:32,None,None,None,TS_UK,None
