Item No_,Lot No_,Bin Code,Zone Code,Quantity,Min_Registering_Date,Days from Registration
125880,IDS-21E2-00086,IGS,IGS,425.0,2022-10-06,101
125880,IDS-21E2-00086,TMG,TMG,375.0,2021-09-23,479
125880,IDS-21E2-00114,IGS,IGS,175.0,2021-06-08,586
125880,IDS-21E2-00114,TMG,TMG,575.0,2022-05-03,257
125880,IDS-21E2-00125,IGS,IGS,450.0,2022-02-22,327
125880,IDS-21E2-00125,TMG,TMG,450.0,2021-11-25,416
125880,IDS-21E2-00316,IGS,IGS,175.0,2022-06-24,205
125880,IDS-21E2-00320,IGS,IGS,175.0,2022-02-23,326
125880,IDS-21E2-00320,TMG,TMG,175.0,2022-09-24,113
125880,IDS-21E2-00321,IGS,IGS,200.0,2021-07-18,546
125880,IDS-21E2-00324,TMG,TMG,200.0,2022-05-10,250
125880,IDS-21E2-00332,IGS,IGS,200.0,2022-03-06,315
125880,IDS-21E2-00368,IGS,IGS,200.0,2022-01-10,370
125880,IDS-21E2-00372,TMG,TMG,200.0,2022-04-10,280
125880,IDS-21E2-00432,IGS,IGS,450.0,2021-12-23,388
125880,IDS-21E2-00433,TMG,TMG,250.0,2022-08-02,166
125880,IDS-21E2-00436,TMG,TMG,250.0,2021-12-18,393
125880,IDS-21E2-00560,IGS,IGS,725.0,2021-10-07,465
125880,IDS-21E2-00564,IGS,IGS,200.0,2021-11-19,422
125880,IDS-21E2-00564,TMG,TMG,350.0,2021-05-19,606
125880,IDS-21E2-00565,IGS,IGS,375.0,2022-01-07,373
125880,IDS-21E2-00566,TMG,TMG,200.0,2022-06-25,204
125880,IDS-21E2-00596,TMG,TMG,200.0,2021-10-25,447
125880,IDS-21E2-00624,TMG,TMG,250.0,2022-05-19,241
125880,IDS-21E2-00628,IGS,IGS,200.0,2022-04-01,289
125880,IDS-21E2-00816,TMG,TMG,175.0,2022-08-17,151
125880,IDS-21E2-00817,TMG,TMG,175.0,2021-02-15,699
125880,IDS-21E2-00819,TMG,TMG,250.0,2021-12-24,387
125880,IDS-21E2-00820,TMG,TMG,250.0,2021-03-22,664
125880,IDS-21E2-00824,TMG,TMG,200.0,2021-10-17,455
125880,IDS-21E2-00825,IGS,IGS,175.0,2022-08-26,142
125880,IDS-21E2-01072,IGS,IGS,250.0,2022-06-12,217
132796,IDS-21E2-00028,IGS,IGS,250.0,2022-09-10,127
132796,IDS-21E2-00028,TMG,TMG,250.0,2022-04-25,265
132796,IDS-21E2-00039,IGS,IGS,400.0,2021-02-17,697
132796,IDS-21E2-00039,TMG,TMG,1250.0,2021-05-08,617
132796,IDS-21E2-00054,IGS,IGS,200.0,2021-08-15,518
132796,IDS-21E2-00056,TMG,TMG,825.0,2021-06-09,585
132796,IDS-21E2-00080,IGS,IGS,250.0,2022-06-02,227
132796,IDS-21E2-00083,IGS,IGS,200.0,2021-06-30,564
132796,IDS-21E2-00086,TMG,TMG,250.0,2021-07-03,561
132796,IDS-21E2-00101,TMG,TMG,250.0,2021-07-09,555
132796,IDS-21E2-00125,TMG,TMG,550.0,2021-03-21,665
132796,IDS-21E2-00316,IGS,IGS,200.0,2022-01-08,372
132796,IDS-21E2-00316,TMG,TMG,200.0,2021-11-28,413
132796,IDS-21E2-00320,IGS,IGS,175.0,2022-11-29,47
132796,IDS-21E2-00320,TMG,TMG,425.0,2021-11-23,418
132796,IDS-21E2-00324,IGS,IGS,500.0,2021-08-04,529
132796,IDS-21E2-00328,IGS,IGS,200.0,2021-03-30,656
132796,IDS-21E2-00336,TMG,TMG,400.0,2021-07-07,557
132796,IDS-21E2-00344,IGS,IGS,200.0,2021-03-26,660
132796,IDS-21E2-00356,TMG,TMG,200.0,2021-04-19,636
132796,IDS-21E2-00368,IGS,IGS,175.0,2022-10-03,104
132796,IDS-21E2-00368,TMG,TMG,175.0,2022-05-05,255
132796,IDS-21E2-00372,IGS,IGS,250.0,2021-07-07,557
132796,IDS-21E2-00372,TMG,TMG,425.0,2021-03-13,673
132796,IDS-21E2-00437,IGS,IGS,175.0,2021-09-10,492
132796,IDS-21E2-00452,IGS,IGS,250.0,2022-08-04,164
132796,IDS-21E2-00452,TMG,TMG,250.0,2022-12-23,23
132796,IDS-21E2-00464,TMG,TMG,175.0,2022-10-19,88
132796,IDS-21E2-00500,TMG,TMG,250.0,2022-05-30,230
132796,IDS-21E2-00560,IGS,IGS,700.0,2021-08-23,510
132796,IDS-21E2-00564,IGS,IGS,250.0,2022-11-01,75
132796,IDS-21E2-00572,IGS,IGS,200.0,2021-06-04,590
132796,IDS-21E2-00580,TMG,TMG,175.0,2021-05-22,603
132796,IDS-21E2-00724,TMG,TMG,175.0,2021-05-17,608
132796,IDS-21E2-00820,TMG,TMG,175.0,2022-11-01,75
132796,IDS-21E2-00832,TMG,TMG,200.0,2022-04-16,274
113014,IDS-21E2-00028,IGS,IGS,250.0,2021-12-27,384
125168,IDS-21E2-00028,IGS,IGS,200.0,2021-12-24,387
115979,IDS-21E2-00039,IGS,IGS,200.0,2022-03-17,304
113014,IDS-21E2-00039,TMG,TMG,200.0,2021-02-20,694
125168,IDS-21E2-00039,TMG,TMG,200.0,2021-09-11,491
125168,IDS-21E2-00054,TMG,TMG,200.0,2021-11-28,413
125168,IDS-21E2-00056,IGS,IGS,250.0,2021-11-13,428
125168,IDS-21E2-00080,IGS,IGS,200.0,2022-06-14,215
125168,IDS-21E2-00320,IGS,IGS,175.0,2022-12-12,34
113014,IDS-21E2-00328,TMG,TMG,175.0,2022-07-03,196
113014,IDS-21E2-00368,IGS,IGS,175.0,2021-03-13,673
113014,IDS-21E2-00456,TMG,TMG,250.0,2021-07-25,539
144548,IDS-21E2-00566,IGS,IGS,175.0,2022-10-26,81
125168,IDS-21E2-00688,TMG,TMG,200.0,2022-10-11,96
125168,IDS-21E2-01140,TMG,TMG,175.0,2022-02-14,335
125909,IDS-21E2-00039,IGS,IGS,425.0,2021-04-21,634
125909,IDS-21E2-00039,TMG,TMG,350.0,2021-09-19,483
145424,IDS-21E2-00039,TMG,TMG,175.0,2021-08-17,516
145424,IDS-21E2-00054,TMG,TMG,175.0,2022-05-30,230
145424,IDS-21E2-00125,IGS,IGS,250.0,2022-05-10,250
145424,IDS-21E2-00125,TMG,TMG,250.0,2022-09-06,131
125909,IDS-21E2-00320,IGS,IGS,175.0,2022-12-08,38
125909,IDS-21E2-00320,TMG,TMG,200.0,2022-01-14,366
145424,IDS-21E2-00432,TMG,TMG,250.0,2022-09-20,117
125909,IDS-21E2-00561,IGS,IGS,200.0,2021-07-15,549
EII-CNS-OT-0005,IDS-21E2-00039,IGS,IGS,400.0,2022-12-04,42
EII-CNS-OT-0005,IDS-21E2-00054,IGS,IGS,175.0,2021-07-09,555
EII-CNS-OT-0005,IDS-21E2-00080,TMG,TMG,250.0,2022-07-14,185
EII-CNS-OT-0005,IDS-21E2-00324,IGS,IGS,200.0,2022-04-12,278
EII-CNS-OT-0005,IDS-21E2-00325,IGS,IGS,175.0,2021-05-31,594
EII-CNS-OT-0005,IDS-21E2-00337,IGS,IGS,200.0,2022-07-14,185
EII-CNS-OT-0005,IDS-21E2-00560,IGS,IGS,250.0,2022-08-28,140
123431,IDS-21E2-00560,TMG,TMG,250.0,2022-01-25,355
EII-CNS-OT-0005,IDS-21E2-00588,TMG,TMG,175.0,2022-04-12,278
EII-CNS-OT-0005,IDS-21E2-00629,IGS,IGS,200.0,2022-11-21,55
EII-CNS-OT-0005,IDS-21E2-00724,TMG,TMG,250.0,2022-05-06,254
140656,IDS-21E2-00039,IGS,IGS,250.0,2022-03-26,295
100039,IDS-21E2-00054,IGS,IGS,200.0,2021-12-07,404
143979,IDS-21E2-00368,IGS,IGS,250.0,2022-11-22,54
140656,IDS-21E2-00372,TMG,TMG,200.0,2021-03-20,666
140656,IDS-21E2-00432,IGS,IGS,200.0,2022-01-30,350
100039,IDS-21E2-00560,TMG,TMG,250.0,2021-03-16,670
140656,IDS-21E2-00561,IGS,IGS,250.0,2021-07-07,557
140656,IDS-21E2-00564,TMG,TMG,450.0,2021-08-19,514
118140,IDS-21E2-00114,IGS,IGS,175.0,2021-08-26,507
118140,IDS-21E2-00316,IGS,IGS,250.0,2022-05-20,240
118140,IDS-21E2-00340,TMG,TMG,450.0,2021-08-02,531
118140,IDS-21E2-00560,TMG,TMG,200.0,2021-12-06,405
118140,IDS-21E2-00569,IGS,IGS,200.0,2022-03-02,319
118140,IDS-21E2-00592,TMG,TMG,200.0,2022-05-02,258
118140,IDS-21E2-00624,TMG,TMG,175.0,2022-01-06,374
118270,IDS-21E2-00028,IGS,IGS,425.0,2021-10-17,455
118270,IDS-21E2-00028,TMG,TMG,175.0,2021-03-19,667
118270,IDS-21E2-00039,IGS,IGS,1350.0,2021-02-16,698
118270,IDS-21E2-00039,TMG,TMG,975.0,2021-03-27,659
118270,IDS-21E2-00054,IGS,IGS,400.0,2022-10-03,104
118270,IDS-21E2-00056,TMG,TMG,550.0,2021-08-25,508
118270,IDS-21E2-00080,TMG,TMG,175.0,2021-12-14,397
118270,IDS-21E2-00114,IGS,IGS,175.0,2021-04-18,637
118270,IDS-21E2-00114,TMG,TMG,175.0,2022-11-23,53
118270,IDS-21E2-00125,IGS,IGS,500.0,2021-06-13,581
118270,IDS-21E2-00125,TMG,TMG,450.0,2021-12-26,385
118270,IDS-21E2-00320,IGS,IGS,250.0,2021-04-19,636
118270,IDS-21E2-00320,TMG,TMG,175.0,2022-12-01,45
118270,IDS-21E2-00321,TMG,TMG,175.0,2022-05-11,249
118270,IDS-21E2-00324,IGS,IGS,175.0,2022-12-29,17
118270,IDS-21E2-00368,TMG,TMG,425.0,2021-06-04,590
118270,IDS-21E2-00370,IGS,IGS,250.0,2021-09-20,482
118270,IDS-21E2-00564,IGS,IGS,175.0,2021-05-05,620
118270,IDS-21E2-00564,TMG,TMG,175.0,2021-09-27,475
118270,IDS-21E2-00572,TMG,TMG,200.0,2022-07-23,176
118270,IDS-21E2-00576,IGS,IGS,250.0,2022-07-06,193
118270,IDS-21E2-00581,IGS,IGS,250.0,2021-03-26,660
118270,IDS-21E2-00596,TMG,TMG,175.0,2021-10-03,469
118270,IDS-21E2-00816,TMG,TMG,425.0,2021-10-04,468
102671,IDS-21E2-00028,IGS,IGS,200.0,2021-12-13,398
102671,IDS-21E2-00028,TMG,TMG,425.0,2021-03-22,664
102671,IDS-21E2-00039,IGS,IGS,1775.0,2021-03-08,678
122106,IDS-21E2-00039,IGS,IGS,425.0,2021-04-06,649
102671,IDS-21E2-00039,TMG,TMG,1950.0,2021-02-20,694
102671,IDS-21E2-00054,IGS,IGS,375.0,2021-06-15,579
102671,IDS-21E2-00054,TMG,TMG,600.0,2021-05-22,603
122106,IDS-21E2-00054,TMG,TMG,250.0,2022-08-24,144
102671,IDS-21E2-00056,IGS,IGS,200.0,2021-09-19,483
102671,IDS-21E2-00056,TMG,TMG,375.0,2021-08-28,505
102671,IDS-21E2-00080,IGS,IGS,450.0,2021-03-11,675
124060,IDS-21E2-00080,IGS,IGS,200.0,2021-05-23,602
102671,IDS-21E2-00080,TMG,TMG,500.0,2021-12-01,410
102671,IDS-21E2-00086,IGS,IGS,450.0,2021-04-23,632
102671,IDS-21E2-00086,TMG,TMG,250.0,2021-06-08,586
102671,IDS-21E2-00101,TMG,TMG,350.0,2021-12-09,402
102671,IDS-21E2-00114,TMG,TMG,425.0,2021-04-04,651
102671,IDS-21E2-00125,IGS,IGS,875.0,2021-05-28,597
122106,IDS-21E2-00125,IGS,IGS,175.0,2022-06-09,220
102671,IDS-21E2-00125,TMG,TMG,2125.0,2021-03-24,662
122106,IDS-21E2-00125,TMG,TMG,200.0,2022-02-01,348
124060,IDS-21E2-00320,TMG,TMG,350.0,2021-10-03,469
102671,IDS-21E2-00324,TMG,TMG,550.0,2021-06-10,584
102671,IDS-21E2-00325,TMG,TMG,200.0,2021-10-09,463
102671,IDS-21E2-00336,TMG,TMG,250.0,2021-12-16,395
102671,IDS-21E2-00368,TMG,TMG,250.0,2022-08-02,166
102671,IDS-21E2-00372,TMG,TMG,350.0,2021-10-06,466
102671,IDS-21E2-00432,IGS,IGS,200.0,2022-07-06,193
102671,IDS-21E2-00434,TMG,TMG,250.0,2021-07-19,545
102671,IDS-21E2-00436,IGS,IGS,425.0,2022-03-08,313
102671,IDS-21E2-00560,IGS,IGS,675.0,2021-04-17,638
124060,IDS-21E2-00560,IGS,IGS,400.0,2022-10-12,95
102671,IDS-21E2-00560,TMG,TMG,175.0,2021-08-12,521
102671,IDS-21E2-00561,TMG,TMG,1050.0,2021-08-01,532
102671,IDS-21E2-00562,IGS,IGS,250.0,2022-04-25,265
102671,IDS-21E2-00564,IGS,IGS,575.0,2021-06-01,593
122106,IDS-21E2-00564,IGS,IGS,250.0,2021-06-21,573
127431,IDS-21E2-00564,IGS,IGS,175.0,2022-09-04,133
102671,IDS-21E2-00564,TMG,TMG,775.0,2021-03-09,677
102671,IDS-21E2-00565,TMG,TMG,175.0,2021-05-23,602
102671,IDS-21E2-00566,TMG,TMG,175.0,2022-09-11,126
102671,IDS-21E2-00580,IGS,IGS,200.0,2021-06-04,590
102671,IDS-21E2-00580,TMG,TMG,500.0,2022-03-02,319
102671,IDS-21E2-00628,IGS,IGS,200.0,2022-07-19,180
102671,IDS-21E2-00692,IGS,IGS,250.0,2021-09-28,474
102671,IDS-21E2-00692,TMG,TMG,175.0,2022-02-06,343
122106,IDS-21E2-00704,IGS,IGS,250.0,2022-08-12,156
102671,IDS-21E2-00816,IGS,IGS,200.0,2021-05-02,623
122106,IDS-21E2-00816,IGS,IGS,200.0,2022-12-12,34
102671,IDS-21E2-00816,TMG,TMG,175.0,2022-01-08,372
102671,IDS-21E2-00817,IGS,IGS,200.0,2022-04-22,268
102671,IDS-21E2-00820,IGS,IGS,175.0,2021-09-08,494
102671,IDS-21E2-00834,TMG,TMG,250.0,2022-04-16,274
102671,IDS-21E2-01072,IGS,IGS,250.0,2022-08-30,138
102671,IDS-21E2-01072,TMG,TMG,250.0,2022-05-10,250
102671,IDS-21E2-01077,IGS,IGS,200.0,2021-03-23,663
700526-1,IDS-21E2-00039,IGS,IGS,200.0,2021-12-21,390
700526-1,IDS-21E2-00039,TMG,TMG,650.0,2021-04-09,646
700526-1,IDS-21E2-00054,IGS,IGS,200.0,2021-06-23,571
700526-1,IDS-21E2-00054,TMG,TMG,250.0,2022-07-28,171
700526-1,IDS-21E2-00056,IGS,IGS,200.0,2022-04-21,269
700526-1,IDS-21E2-00056,TMG,TMG,175.0,2021-12-25,386
700526-1,IDS-21E2-00083,IGS,IGS,175.0,2021-08-05,528
700526-1,IDS-21E2-00086,TMG,TMG,175.0,2021-06-10,584
700526-1,IDS-21E2-00101,TMG,TMG,250.0,2022-04-09,281
700526-1,IDS-21E2-00336,TMG,TMG,200.0,2022-09-18,119
700526-1,IDS-21E2-00437,TMG,TMG,200.0,2021-12-27,384
700526-1,IDS-21E2-00560,IGS,IGS,175.0,2021-03-28,658
700526-1,IDS-21E2-00564,IGS,IGS,250.0,2022-04-21,269
700526-1,IDS-21E2-00564,TMG,TMG,575.0,2021-10-13,459
700526-1,IDS-21E2-00644,IGS,IGS,250.0,2022-02-15,334
121341,IDS-21E2-00816,TMG,TMG,200.0,2021-08-27,506
700526-1,IDS-21E2-00852,TMG,TMG,250.0,2021-05-17,608
138198,IDS-21E2-00039,IGS,IGS,175.0,2022-03-24,297
106221,IDS-21E2-00039,TMG,TMG,200.0,2022-04-15,275
138198,IDS-21E2-00039,TMG,TMG,175.0,2021-04-11,644
135011,IDS-21E2-00028,TMG,TMG,250.0,2021-08-08,525
133081,IDS-21E2-00039,IGS,IGS,200.0,2022-04-18,272
146860,IDS-21E2-00039,IGS,IGS,425.0,2021-06-05,589
700567-1,IDS-21E2-00039,IGS,IGS,250.0,2021-08-22,511
700567-1,IDS-21E2-00039,TMG,TMG,500.0,2021-06-17,577
146860,IDS-21E2-00054,IGS,IGS,200.0,2022-03-19,302
700567-1,IDS-21E2-00054,TMG,TMG,175.0,2021-08-09,524
146860,IDS-21E2-00056,TMG,TMG,250.0,2021-10-15,457
146860,IDS-21E2-00080,TMG,TMG,250.0,2021-12-22,389
700567-1,IDS-21E2-00083,IGS,IGS,200.0,2022-10-14,93
146860,IDS-21E2-00083,TMG,TMG,250.0,2022-10-08,99
700567-1,IDS-21E2-00083,TMG,TMG,250.0,2022-06-10,219
700567-1,IDS-21E2-00086,TMG,TMG,175.0,2021-12-30,381
133081,IDS-21E2-00101,TMG,TMG,175.0,2021-04-21,634
133081,IDS-21E2-00114,IGS,IGS,200.0,2022-09-13,124
700567-1,IDS-21E2-00321,IGS,IGS,200.0,2021-07-05,559
146860,IDS-21E2-00324,TMG,TMG,250.0,2022-06-13,216
700567-1,IDS-21E2-00336,IGS,IGS,250.0,2022-09-13,124
133081,IDS-21E2-00340,TMG,TMG,200.0,2022-04-27,263
133081,IDS-21E2-00369,TMG,TMG,175.0,2022-06-30,199
146860,IDS-21E2-00372,IGS,IGS,175.0,2021-03-23,663
146860,IDS-21E2-00432,IGS,IGS,250.0,2021-12-29,382
146860,IDS-21E2-00436,IGS,IGS,200.0,2021-07-22,542
146860,IDS-21E2-00560,TMG,TMG,425.0,2021-03-19,667
700567-1,IDS-21E2-00560,TMG,TMG,450.0,2022-03-21,300
146860,IDS-21E2-00561,TMG,TMG,200.0,2021-11-20,421
146860,IDS-21E2-00568,TMG,TMG,250.0,2021-09-29,473
700567-1,IDS-21E2-00572,IGS,IGS,175.0,2021-07-27,537
700567-1,IDS-21E2-00577,TMG,TMG,250.0,2021-12-09,402
700567-1,IDS-21E2-00624,TMG,TMG,250.0,2021-04-25,630
700567-1,IDS-21E2-00625,TMG,TMG,250.0,2021-03-16,670
700567-1,IDS-21E2-00689,IGS,IGS,250.0,2021-09-01,501
700567-1,IDS-21E2-00690,TMG,TMG,250.0,2022-05-21,239
700567-1,IDS-21E2-00732,TMG,TMG,200.0,2022-07-16,183
146860,IDS-21E2-00816,IGS,IGS,175.0,2022-10-06,101
700567-1,IDS-21E2-00816,IGS,IGS,250.0,2021-05-12,613
146860,IDS-21E2-00817,TMG,TMG,250.0,2021-08-20,513
146860,IDS-21E2-00820,TMG,TMG,200.0,2022-01-14,366
133081,IDS-21E2-00864,IGS,IGS,200.0,2021-10-07,465
133081,IDS-21E2-00884,TMG,TMG,200.0,2021-05-27,598
137509,IDS-21E2-00101,TMG,TMG,200.0,2021-10-16,456
137509,IDS-21E2-00125,IGS,IGS,200.0,2022-07-18,181
137509,IDS-21E2-00125,TMG,TMG,175.0,2022-11-26,50
119438,IDS-21E2-00324,IGS,IGS,250.0,2021-04-05,650
129655,IDS-21E2-00436,TMG,TMG,250.0,2021-12-05,406
137509,IDS-21E2-00596,IGS,IGS,250.0,2022-10-05,102
142798,IDS-21E2-00039,TMG,TMG,250.0,2022-12-01,45
122402,IDS-21E2-00054,TMG,TMG,175.0,2021-12-25,386
117963,IDS-21E2-00086,TMG,TMG,175.0,2021-05-22,603
142798,IDS-21E2-00560,IGS,IGS,250.0,2021-12-06,405
122402,IDS-21E2-00560,TMG,TMG,350.0,2021-03-13,673
122402,IDS-21E2-00561,IGS,IGS,250.0,2022-04-28,262
117963,IDS-21E2-00816,IGS,IGS,250.0,2022-05-05,255
122402,IDS-21E2-00821,TMG,TMG,200.0,2021-04-17,638
122402,IDS-21E2-01084,TMG,TMG,175.0,2021-10-19,453
122402,IDS-21E2-01217,TMG,TMG,200.0,2022-12-07,39
104288,IDS-21E2-00086,TMG,TMG,200.0,2022-10-05,102
111463,IDS-21E2-00317,TMG,TMG,200.0,2022-10-18,89
107720,IDS-21E2-00368,IGS,IGS,250.0,2021-06-26,568
107720,IDS-21E2-00624,TMG,TMG,200.0,2022-07-07,192
107720,IDS-21E2-00628,TMG,TMG,200.0,2021-06-01,593
125391,IDS-21E2-00028,TMG,TMG,200.0,2022-04-25,265
125391,IDS-21E2-00039,IGS,IGS,450.0,2021-05-14,611
125391,IDS-21E2-00039,TMG,TMG,250.0,2021-09-09,493
102957,IDS-21E2-00101,TMG,TMG,175.0,2021-02-25,689
125391,IDS-21E2-00114,TMG,TMG,250.0,2022-06-18,211
102957,IDS-21E2-00560,IGS,IGS,200.0,2021-05-15,610
125391,IDS-21E2-00560,TMG,TMG,175.0,2021-05-19,606
102957,IDS-21E2-00561,IGS,IGS,175.0,2022-02-16,333
125391,IDS-21E2-00564,IGS,IGS,200.0,2021-08-12,521
102957,IDS-21E2-00576,TMG,TMG,250.0,2021-03-21,665
125391,IDS-21E2-00834,TMG,TMG,250.0,2022-04-04,286
112382,IDS-21E2-00125,TMG,TMG,200.0,2022-06-21,208
135704,IDS-21E2-00039,TMG,TMG,250.0,2021-04-03,652
700567-2,IDS-21E2-00114,TMG,TMG,250.0,2022-11-09,67
135704,IDS-21E2-00125,TMG,TMG,250.0,2021-12-12,399
700567-2,IDS-21E2-00316,TMG,TMG,200.0,2021-09-16,486
700567-2,IDS-21E2-00336,IGS,IGS,250.0,2022-06-06,223
700567-2,IDS-21E2-00368,TMG,TMG,175.0,2022-07-31,168
135704,IDS-21E2-00432,TMG,TMG,200.0,2022-10-28,79
700567-2,IDS-21E2-00560,TMG,TMG,175.0,2021-04-26,629
700567-2,IDS-21E2-00562,IGS,IGS,175.0,2021-02-14,700
700567-2,IDS-21E2-00566,TMG,TMG,250.0,2021-11-23,418
100441,IDS-21E2-00039,IGS,IGS,600.0,2021-04-26,629
100441,IDS-21E2-00039,TMG,TMG,350.0,2021-09-06,496
140150,IDS-21E2-00039,TMG,TMG,450.0,2022-07-28,171
100441,IDS-21E2-00054,IGS,IGS,250.0,2021-06-30,564
100441,IDS-21E2-00056,TMG,TMG,500.0,2021-04-26,629
140150,IDS-21E2-00056,TMG,TMG,425.0,2022-04-15,275
100441,IDS-21E2-00080,IGS,IGS,450.0,2022-05-10,250
100441,IDS-21E2-00080,TMG,TMG,400.0,2022-01-17,363
100441,IDS-21E2-00083,IGS,IGS,250.0,2022-10-30,77
100441,IDS-21E2-00086,IGS,IGS,375.0,2021-02-27,687
100441,IDS-21E2-00086,TMG,TMG,450.0,2021-05-29,596
100441,IDS-21E2-00101,TMG,TMG,250.0,2022-10-27,80
100441,IDS-21E2-00114,IGS,IGS,250.0,2022-04-27,263
100441,IDS-21E2-00114,TMG,TMG,350.0,2021-05-08,617
100441,IDS-21E2-00125,IGS,IGS,175.0,2021-06-17,577
124214,IDS-21E2-00125,IGS,IGS,250.0,2022-11-21,55
140150,IDS-21E2-00125,IGS,IGS,350.0,2022-07-02,197
100441,IDS-21E2-00125,TMG,TMG,250.0,2021-09-27,475
100441,IDS-21E2-00321,TMG,TMG,175.0,2022-07-08,191
100441,IDS-21E2-00336,TMG,TMG,200.0,2021-03-05,681
140150,IDS-21E2-00368,IGS,IGS,250.0,2022-09-15,122
100441,IDS-21E2-00496,IGS,IGS,200.0,2022-09-23,114
100441,IDS-21E2-00560,IGS,IGS,450.0,2021-04-20,635
140150,IDS-21E2-00562,IGS,IGS,250.0,2022-01-24,356
100441,IDS-21E2-00564,IGS,IGS,500.0,2022-08-07,161
100441,IDS-21E2-00564,TMG,TMG,350.0,2021-10-15,457
140150,IDS-21E2-00574,TMG,TMG,200.0,2022-09-05,132
100441,IDS-21E2-00576,IGS,IGS,250.0,2022-11-21,55
100441,IDS-21E2-00692,IGS,IGS,250.0,2022-06-08,221
140150,IDS-21E2-00820,IGS,IGS,175.0,2022-12-24,22
100441,IDS-21E2-00820,TMG,TMG,250.0,2021-11-21,420
100441,IDS-21E2-00832,IGS,IGS,200.0,2022-10-04,103
100441,IDS-21E2-00832,TMG,TMG,175.0,2021-09-08,494
131393,IDS-21E2-00368,IGS,IGS,250.0,2021-08-18,515
131393,IDS-21E2-00816,TMG,TMG,250.0,2021-11-01,440
108730,IDS-21E2-00028,TMG,TMG,200.0,2021-07-26,538
108730,IDS-21E2-00039,TMG,TMG,625.0,2021-04-18,637
108730,IDS-21E2-00054,IGS,IGS,175.0,2022-01-27,353
108730,IDS-21E2-00054,TMG,TMG,200.0,2021-05-23,602
108730,IDS-21E2-00056,TMG,TMG,175.0,2021-12-04,407
108730,IDS-21E2-00080,TMG,TMG,250.0,2021-05-08,617
108730,IDS-21E2-00083,TMG,TMG,425.0,2021-10-11,461
108730,IDS-21E2-00086,TMG,TMG,175.0,2021-08-03,530
108730,IDS-21E2-00125,IGS,IGS,200.0,2022-08-23,145
108730,IDS-21E2-00125,TMG,TMG,500.0,2022-02-01,348
108730,IDS-21E2-00560,IGS,IGS,425.0,2021-06-16,578
108730,IDS-21E2-00564,IGS,IGS,250.0,2022-04-21,269
108730,IDS-21E2-00656,TMG,TMG,200.0,2022-11-06,70
108730,IDS-21E2-00817,IGS,IGS,175.0,2021-05-24,601
103813,IDS-21E2-00028,TMG,TMG,175.0,2021-05-18,607
142651,IDS-21E2-00039,IGS,IGS,250.0,2022-10-22,85
103813,IDS-21E2-00039,TMG,TMG,175.0,2021-04-12,643
111938,IDS-21E2-00039,TMG,TMG,175.0,2021-10-01,471
140208,IDS-21E2-00039,TMG,TMG,175.0,2021-04-30,625
103813,IDS-21E2-00054,IGS,IGS,400.0,2021-02-21,693
140208,IDS-21E2-00054,IGS,IGS,175.0,2022-01-20,360
111938,IDS-21E2-00054,TMG,TMG,175.0,2021-04-28,627
103813,IDS-21E2-00083,TMG,TMG,200.0,2022-02-06,343
117442,IDS-21E2-00101,TMG,TMG,200.0,2022-04-22,268
103813,IDS-21E2-00125,IGS,IGS,250.0,2021-06-26,568
103813,IDS-21E2-00125,TMG,TMG,425.0,2021-05-08,617
111938,IDS-21E2-00125,TMG,TMG,250.0,2021-08-08,525
140208,IDS-21E2-00316,TMG,TMG,200.0,2022-01-19,361
111938,IDS-21E2-00320,IGS,IGS,200.0,2021-07-08,556
103813,IDS-21E2-00328,IGS,IGS,175.0,2022-04-01,289
142651,IDS-21E2-00352,TMG,TMG,200.0,2022-01-16,364
142651,IDS-21E2-00357,TMG,TMG,200.0,2022-03-14,307
140208,IDS-21E2-00436,TMG,TMG,175.0,2021-08-30,503
142651,IDS-21E2-00444,TMG,TMG,250.0,2021-04-17,638
103813,IDS-21E2-00560,IGS,IGS,250.0,2022-12-11,35
103813,IDS-21E2-00560,TMG,TMG,250.0,2022-03-12,309
111938,IDS-21E2-00560,TMG,TMG,200.0,2021-05-05,620
103813,IDS-21E2-00564,IGS,IGS,425.0,2021-06-05,589
111938,IDS-21E2-00564,IGS,IGS,175.0,2022-11-12,64
103813,IDS-21E2-00564,TMG,TMG,400.0,2021-03-28,658
103813,IDS-21E2-00566,IGS,IGS,250.0,2022-07-26,173
103813,IDS-21E2-00580,IGS,IGS,250.0,2021-08-16,517
103813,IDS-21E2-00580,TMG,TMG,175.0,2022-06-05,224
103813,IDS-21E2-00624,TMG,TMG,200.0,2022-09-13,124
103813,IDS-21E2-00816,TMG,TMG,175.0,2022-10-11,96
103813,IDS-21E2-01072,TMG,TMG,175.0,2021-05-31,594
114431,IDS-21E2-00114,IGS,IGS,175.0,2022-05-23,237
128916,IDS-21E2-00083,TMG,TMG,250.0,2021-10-24,448
128916,IDS-21E2-00125,IGS,IGS,175.0,2022-11-16,60
128916,IDS-21E2-00560,TMG,TMG,200.0,2022-02-05,344
123234,IDS-21E2-00039,IGS,IGS,675.0,2021-08-26,507
136998,IDS-21E2-00039,IGS,IGS,175.0,2022-04-03,287
123234,IDS-21E2-00039,TMG,TMG,875.0,2021-02-11,703
136998,IDS-21E2-00039,TMG,TMG,625.0,2021-02-26,688
136998,IDS-21E2-00054,IGS,IGS,200.0,2022-12-24,22
123234,IDS-21E2-00056,TMG,TMG,425.0,2021-03-07,679
