Item No_,Lot No_,Bin Code,Quantity
138212,IDS-21E2-00054,TMG,64000.0
141305,IDS-21E2-00080,IGS,10250.0
145424,IDS-21E2-00125,TMG,1250.0
147831,IDS-21E2-01142,IGS,17250.0
149244,IDS-21E2-00080,IGS,19000.0
700526-1,IDS-21E2-00054,IGS,3200.0
700526-1,IDS-21E2-00056,TMG,2800.0
EII-CNS-OT-0008,IDS-21E2-00125,TMG,8500.0
102565,IDS-21E2-00054,TMG,326250.0
105695,IDS-21E2-01152,TMG,21600.0
108259,IDS-21E2-01077,TMG,137025.0
108259,IDS-21E2-00561,TMG,1507275.0
108259,IDS-21E2-00376,IGS,195750.0
108730,IDS-21E2-00028,TMG,3600.0
111071,IDS-21E2-00086,IGS,2625.0
117019,IDS-21E2-00372,TMG,39825.0
119027,IDS-21E2-00321,TMG,5750.0
131130,IDS-21E2-00320,TMG,500.0
133133,IDS-21E2-00825,TMG,31800.0
136998,IDS-21E2-00576,IGS,2400.0
139713,IDS-21E2-00372,IGS,2800.0
143236,IDS-21E2-00836,IGS,5000.0
149104,IDS-21E2-00125,TMG,1000.0
700536-3,IDS-21E2-00596,TMG,8250.0
EII-CNS-OT-0005,IDS-21E2-00325,IGS,1750.0
105581,IDS-21E2-00564,IGS,56625.0
105695,IDS-21E2-00080,IGS,67500.0
108259,IDS-21E2-00345,TMG,195750.0
112048,IDS-21E2-00580,TMG,66000.0
114717,IDS-21E2-01200,TMG,79250.0
114717,IDS-21E2-00597,IGS,63400.0
118475,IDS-21E2-01076,TMG,3000.0
121969,IDS-21E2-00056,IGS,19750.0
124914,IDS-21E2-00086,TMG,9400.0
125880,IDS-21E2-01072,IGS,16250.0
137963,IDS-21E2-00372,IGS,68625.0
145340,IDS-21E2-00438,TMG,40800.0
149244,IDS-21E2-00596,TMG,15200.0
700567-1,IDS-21E2-00083,TMG,5750.0
EII-CNS-OT-0025,IDS-21E2-00500,IGS,21400.0
EII-CNS-OT-0025,IDS-21E2-00628,IGS,66875.0
1000457,IDS-21E2-00028,IGS,547000.0
102565,IDS-21E2-00560,TMG,618750.0
102565,IDS-21E2-00114,TMG,56250.0
108423,IDS-21E2-00820,TMG,1000.0
111071,IDS-21E2-00086,TMG,3000.0
117232,IDS-21E2-00114,IGS,7400.0
119396,IDS-21E2-00324,IGS,15000.0
119438,IDS-21E2-00324,IGS,250.0
119852,IDS-21E2-00329,TMG,251500.0
119852,IDS-21E2-00039,TMG,1.717745E7
120887,IDS-21E2-00056,TMG,3325.0
123546,IDS-21E2-00125,TMG,26350.0
123625,IDS-21E2-00560,TMG,6800.0
124914,IDS-21E2-00086,IGS,11750.0
125168,IDS-21E2-00039,TMG,1000.0
125880,IDS-21E2-00056,TMG,27625.0
126928,IDS-21E2-00101,IGS,2450.0
130121,IDS-21E2-00372,TMG,2600.0
140281,IDS-21E2-00086,IGS,5625.0
141663,IDS-21E2-00580,IGS,21000.0
141663,IDS-21E2-00596,TMG,18375.0
145424,IDS-21E2-00054,TMG,875.0
700526-1,IDS-21E2-00564,IGS,4000.0
700536-2,IDS-21E2-00566,TMG,7800.0
700567-1,IDS-21E2-00624,TMG,5750.0
EII-CNS-OT-0008,IDS-21E2-00372,IGS,6800.0
EII-CNS-OT-0008,IDS-21E2-00086,TMG,8500.0
1000457,IDS-21E2-00449,TMG,109400.0
102565,IDS-21E2-00816,IGS,146250.0
103813,IDS-21E2-00328,IGS,3150.0
103813,IDS-21E2-00083,TMG,3600.0
105581,IDS-21E2-00056,TMG,147225.0
105581,IDS-21E2-00086,IGS,188750.0
108259,IDS-21E2-00321,TMG,352350.0
112048,IDS-21E2-00320,IGS,75900.0
114717,IDS-21E2-00562,TMG,55475.0
119027,IDS-21E2-00101,TMG,4025.0
119852,IDS-21E2-00337,TMG,201200.0
121571,IDS-21E2-00368,TMG,3200.0
131664,IDS-21E2-00054,TMG,5800.0
135506,IDS-21E2-01136,IGS,24000.0
137963,IDS-21E2-00688,IGS,36600.0
138924,IDS-21E2-00101,TMG,875.0
140281,IDS-21E2-00056,IGS,6375.0
141663,IDS-21E2-00320,IGS,18375.0
EII-CNS-OT-0008,IDS-21E2-00496,TMG,5950.0
EII-CNS-OT-0025,IDS-21E2-00401,IGS,21400.0
1000457,IDS-21E2-00432,TMG,410250.0
100124,IDS-21E2-00324,IGS,4400.0
102671,IDS-21E2-00561,TMG,105000.0
103813,IDS-21E2-00816,TMG,3150.0
108912,IDS-21E2-00039,IGS,1500.0
114717,IDS-21E2-00628,IGS,213975.0
114717,IDS-21E2-00580,TMG,261525.0
114717,IDS-21E2-00593,TMG,79250.0
114717,IDS-21E2-00596,TMG,79250.0
119852,IDS-21E2-00640,IGS,201200.0
121225,IDS-21E2-00125,IGS,1225.0
130121,IDS-21E2-00820,TMG,3250.0
135506,IDS-21E2-01088,IGS,24000.0
135878,IDS-21E2-00125,IGS,1500.0
137932,IDS-21E2-00849,TMG,9100.0
138531,IDS-21E2-00336,TMG,178825.0
138872,IDS-21E2-00370,TMG,13825.0
142651,IDS-21E2-00357,TMG,400.0
EII-CNS-OT-0030,IDS-21E2-00624,IGS,1400.0
1000457,IDS-21E2-00640,IGS,109400.0
102565,IDS-21E2-00344,TMG,45000.0
102565,IDS-21E2-00880,IGS,39375.0
103451,IDS-21E2-00580,IGS,1800.0
105581,IDS-21E2-00594,TMG,26425.0
105581,IDS-21E2-00596,IGS,30200.0
112048,IDS-21E2-00580,IGS,26400.0
113854,IDS-21E2-00372,IGS,6600.0
114717,IDS-21E2-00560,IGS,1038175.0
114717,IDS-21E2-00565,TMG,213975.0
119192,IDS-21E2-00836,IGS,18750.0
119852,IDS-21E2-00101,TMG,4929400.0
120377,IDS-21E2-00083,TMG,750.0
123759,IDS-21E2-00054,TMG,13750.0
130371,IDS-21E2-00125,IGS,1250.0
138872,IDS-21E2-00039,TMG,65175.0
139511,IDS-21E2-00564,TMG,1250.0
102565,IDS-21E2-00324,IGS,151875.0
108259,IDS-21E2-00948,TMG,195750.0
109961,IDS-21E2-00039,TMG,400.0
111742,IDS-21E2-00817,IGS,48125.0
112048,IDS-21E2-00820,TMG,23100.0
112296,IDS-21E2-00086,IGS,6375.0
119192,IDS-21E2-00028,TMG,41250.0
121793,IDS-21E2-00056,IGS,9975.0
123759,IDS-21E2-00372,IGS,9625.0
125880,IDS-21E2-00086,IGS,27625.0
130347,IDS-21E2-00080,TMG,3600.0
131664,IDS-21E2-00320,TMG,7250.0
138531,IDS-21E2-00576,TMG,116625.0
138531,IDS-21E2-00628,TMG,116625.0
138872,IDS-21E2-00125,TMG,82950.0
143236,IDS-21E2-00028,TMG,6250.0
147755,IDS-21E2-00324,IGS,5400.0
EII-CNS-OT-0008,IDS-21E2-00054,IGS,17000.0
103752,IDS-21E2-00080,TMG,525.0
107720,IDS-21E2-00368,IGS,1000.0
109456,IDS-21E2-00114,IGS,2250.0
111938,IDS-21E2-00054,TMG,875.0
114717,IDS-21E2-00320,IGS,110950.0
115418,IDS-21E2-00884,TMG,12000.0
117019,IDS-21E2-00564,TMG,54575.0
119852,IDS-21E2-00564,TMG,8576150.0
119852,IDS-21E2-00833,IGS,176050.0
122829,IDS-21E2-00039,TMG,8000.0
123625,IDS-21E2-00566,IGS,6800.0
123759,IDS-21E2-00694,IGS,9625.0
124914,IDS-21E2-00818,IGS,8225.0
128313,IDS-21E2-00880,IGS,3500.0
128313,IDS-21E2-00083,IGS,3500.0
130921,IDS-21E2-00054,IGS,750.0
133133,IDS-21E2-00572,TMG,27825.0
135677,IDS-21E2-00561,TMG,21600.0
138531,IDS-21E2-00720,TMG,77750.0
145433,IDS-21E2-00101,IGS,3500.0
700536-1,IDS-21E2-00101,TMG,2600.0
700536-4,IDS-21E2-00576,TMG,47700.0
1000457,IDS-21E2-01136,TMG,109400.0
100441,IDS-21E2-00832,TMG,4900.0
112048,IDS-21E2-00369,TMG,33000.0
117019,IDS-21E2-00566,IGS,14750.0
117525,IDS-21E2-00320,TMG,1400.0
119027,IDS-21E2-00820,TMG,5750.0
119191,IDS-21E2-00680,TMG,4800.0
119852,IDS-21E2-00356,IGS,176050.0
122106,IDS-21E2-00816,IGS,1400.0
123248,IDS-21E2-00039,IGS,1400.0
123546,IDS-21E2-01072,TMG,15500.0
125880,IDS-21E2-00628,IGS,13000.0
132399,IDS-21E2-00576,TMG,350.0
134072,IDS-21E2-01078,TMG,3500.0
135677,IDS-21E2-00039,TMG,251100.0
137932,IDS-21E2-00708,IGS,10400.0
138531,IDS-21E2-00384,TMG,124400.0
141663,IDS-21E2-01074,IGS,21000.0
145340,IDS-21E2-00572,IGS,51000.0
146860,IDS-21E2-00054,IGS,4800.0
147831,IDS-21E2-00821,IGS,17250.0
149244,IDS-21E2-00817,IGS,15200.0
100441,IDS-21E2-00564,TMG,9800.0
102957,IDS-21E2-00101,TMG,525.0
105695,IDS-21E2-00054,TMG,183600.0
108259,IDS-21E2-01076,TMG,508950.0
108259,IDS-21E2-00625,TMG,195750.0
111071,IDS-21E2-00039,TMG,3000.0
112048,IDS-21E2-00114,IGS,56100.0
114717,IDS-21E2-01072,IGS,79250.0
117019,IDS-21E2-00692,IGS,11800.0
118140,IDS-21E2-00340,TMG,3600.0
119370,IDS-21E2-00562,TMG,175.0
119852,IDS-21E2-00588,TMG,201200.0
119852,IDS-21E2-00820,TMG,1156900.0
125391,IDS-21E2-00114,TMG,2250.0
132214,IDS-21E2-00054,IGS,2000.0
132646,IDS-21E2-00086,IGS,750.0
133133,IDS-21E2-00101,IGS,139125.0
133414,IDS-21E2-00832,TMG,800.0
135506,IDS-21E2-00054,TMG,93000.0
141388,IDS-21E2-00560,IGS,4500.0
142828,IDS-21E2-00368,TMG,700.0
144905,IDS-21E2-00039,TMG,1000.0
EII-CNS-OT-0025,IDS-21E2-00562,IGS,21400.0
100011,IDS-21E2-00101,TMG,500.0
100392,IDS-21E2-00101,TMG,1000.0
101887,IDS-21E2-00086,IGS,525.0
102565,IDS-21E2-00028,IGS,78750.0
105581,IDS-21E2-00054,TMG,234050.0
111742,IDS-21E2-00561,TMG,116875.0
111938,IDS-21E2-00564,IGS,875.0
112048,IDS-21E2-00584,IGS,26400.0
112048,IDS-21E2-00083,IGS,56100.0
117558,IDS-21E2-00054,TMG,500.0
123759,IDS-21E2-00080,TMG,9625.0
123759,IDS-21E2-00114,IGS,11000.0
125391,IDS-21E2-00834,TMG,2250.0
125948,IDS-21E2-00056,TMG,1750.0
132214,IDS-21E2-00114,IGS,2000.0
135704,IDS-21E2-00039,TMG,750.0
137963,IDS-21E2-00340,TMG,32025.0
145415,IDS-21E2-00561,TMG,2750.0
,,,
1000457,IDS-21E2-00577,TMG,246150.0
105695,IDS-21E2-00320,TMG,81000.0
109961,IDS-21E2-00125,TMG,350.0
111742,IDS-21E2-00564,IGS,721875.0
112048,IDS-21E2-00816,TMG,118800.0
118498,IDS-21E2-00332,IGS,750.0
119191,IDS-21E2-00816,IGS,4800.0
119852,IDS-21E2-00577,IGS,804800.0
119852,IDS-21E2-00836,TMG,251500.0
119852,IDS-21E2-00372,TMG,1232350.0
122106,IDS-21E2-00125,TMG,1400.0
123234,IDS-21E2-00592,IGS,6500.0
123546,IDS-21E2-00564,TMG,26350.0
123546,IDS-21E2-01078,IGS,12400.0
123625,IDS-21E2-00561,TMG,5950.0
124060,IDS-21E2-00320,TMG,2100.0
125880,IDS-21E2-00080,TMG,11375.0
127229,IDS-21E2-00086,IGS,4000.0
130121,IDS-21E2-00125,TMG,2600.0
138212,IDS-21E2-00028,IGS,12800.0
139272,IDS-21E2-00320,TMG,11500.0
145433,IDS-21E2-00633,IGS,3500.0
145433,IDS-21E2-00564,TMG,2450.0
147831,IDS-21E2-00560,TMG,75900.0
700536-3,IDS-21E2-00564,IGS,6600.0
EII-CNS-OT-0025,IDS-21E2-00356,TMG,53500.0
1000457,IDS-21E2-00581,TMG,109400.0
100441,IDS-21E2-00832,IGS,5600.0
107873,IDS-21E2-00561,TMG,175.0
108259,IDS-21E2-00352,TMG,156600.0
111742,IDS-21E2-01072,IGS,123750.0
113854,IDS-21E2-00086,TMG,5775.0
119192,IDS-21E2-00432,IGS,18750.0
119396,IDS-21E2-00320,IGS,6000.0
119852,IDS-21E2-01104,IGS,201200.0
121969,IDS-21E2-00028,IGS,29625.0
132453,IDS-21E2-00560,IGS,3600.0
133133,IDS-21E2-00083,TMG,99375.0
134072,IDS-21E2-00561,IGS,4000.0
135722,IDS-21E2-00561,TMG,15375.0
135722,IDS-21E2-00125,TMG,17425.0
138212,IDS-21E2-00316,TMG,11200.0
140150,IDS-21E2-00125,IGS,3150.0
140771,IDS-21E2-00328,IGS,250.0
141663,IDS-21E2-00436,IGS,26250.0
143236,IDS-21E2-00039,TMG,12500.0
147831,IDS-21E2-00692,TMG,12075.0
700526-2,IDS-21E2-00628,IGS,1225.0
103451,IDS-21E2-00628,TMG,1800.0
115418,IDS-21E2-00564,TMG,33000.0
120958,IDS-21E2-00039,TMG,3600.0
121969,IDS-21E2-00884,IGS,19750.0
123546,IDS-21E2-00388,TMG,15500.0
132453,IDS-21E2-00125,TMG,3600.0
135506,IDS-21E2-00039,TMG,348000.0
136998,IDS-21E2-00039,TMG,7500.0
137963,IDS-21E2-00372,TMG,64050.0
137963,IDS-21E2-00125,IGS,164700.0
138198,IDS-21E2-00039,TMG,350.0
140281,IDS-21E2-00054,TMG,3000.0
EII-CNS-OT-0006,IDS-21E2-01096,TMG,750.0
EII-CNS-OT-0025,IDS-21E2-00564,TMG,93625.0
100441,IDS-21E2-00564,IGS,14000.0
102176,IDS-21E2-00560,TMG,750.0
105581,IDS-21E2-01092,TMG,30200.0
105581,IDS-21E2-00083,TMG,260475.0
105695,IDS-21E2-00125,TMG,245700.0
108259,IDS-21E2-01073,TMG,293625.0
108259,IDS-21E2-00125,IGS,4991625.0
109560,IDS-21E2-00086,TMG,600.0
111742,IDS-21E2-00056,TMG,330000.0
119191,IDS-21E2-00039,IGS,25200.0
119370,IDS-21E2-00565,TMG,200.0
119852,IDS-21E2-00820,IGS,1584450.0
119852,IDS-21E2-00385,TMG,176050.0
121571,IDS-21E2-00028,TMG,4000.0
121571,IDS-21E2-01088,IGS,4000.0
124914,IDS-21E2-00316,IGS,11750.0
133081,IDS-21E2-00369,TMG,1400.0
135506,IDS-21E2-00816,IGS,24000.0
139713,IDS-21E2-00125,IGS,2800.0
141663,IDS-21E2-00560,TMG,115500.0
145340,IDS-21E2-00561,TMG,35700.0
149244,IDS-21E2-00564,TMG,38000.0
EII-CNS-OT-0007,IDS-21E2-00321,IGS,1500.0
102565,IDS-21E2-00817,IGS,39375.0
103451,IDS-21E2-00083,IGS,1575.0
114717,IDS-21E2-00820,TMG,134725.0
117019,IDS-21E2-00560,TMG,14750.0
119027,IDS-21E2-00825,TMG,5750.0
120887,IDS-21E2-00560,TMG,8550.0
121969,IDS-21E2-00820,TMG,35550.0
130347,IDS-21E2-00832,IGS,4500.0
133014,IDS-21E2-00320,IGS,1925.0
133414,IDS-21E2-00818,IGS,700.0
137932,IDS-21E2-00816,TMG,33800.0
145340,IDS-21E2-00572,TMG,40800.0
EII-CNS-OT-0025,IDS-21E2-00125,TMG,184575.0
105581,IDS-21E2-00832,TMG,30200.0
108259,IDS-21E2-00316,TMG,293625.0
108730,IDS-21E2-00056,TMG,3150.0
119852,IDS-21E2-00125,TMG,1.531635E7
121793,IDS-21E2-00832,TMG,14250.0
123546,IDS-21E2-01217,TMG,12400.0
123625,IDS-21E2-01072,IGS,8500.0
139272,IDS-21E2-00580,TMG,8050.0
139895,IDS-21E2-00816,IGS,3150.0
145415,IDS-21E2-00369,TMG,2200.0
700526-1,IDS-21E2-00039,IGS,3200.0
EII-CNS-OT-0025,IDS-21E2-00336,TMG,42800.0
1000457,IDS-21E2-00086,TMG,902550.0
100441,IDS-21E2-00336,TMG,5600.0
102565,IDS-21E2-00564,TMG,697500.0
103813,IDS-21E2-00566,IGS,4500.0
108259,IDS-21E2-00608,TMG,195750.0
111071,IDS-21E2-00564,TMG,3750.0
115657,IDS-21E2-00083,TMG,2800.0
118475,IDS-21E2-00086,IGS,3750.0
119191,IDS-21E2-00056,IGS,4800.0
119192,IDS-21E2-00496,TMG,18750.0
119396,IDS-21E2-00368,IGS,5250.0
129713,IDS-21E2-00337,TMG,6200.0
132796,IDS-21E2-00368,IGS,6650.0
135677,IDS-21E2-00083,IGS,21600.0
138872,IDS-21E2-00114,IGS,51350.0
140208,IDS-21E2-00054,IGS,1050.0
145340,IDS-21E2-00083,TMG,86700.0
700536-3,IDS-21E2-00566,TMG,6600.0
105449,IDS-21E2-00054,TMG,3500.0
105695,IDS-21E2-00320,IGS,37800.0
108259,IDS-21E2-00820,IGS,1135350.0
114715,IDS-21E2-00317,IGS,800.0
119852,IDS-21E2-00821,TMG,603600.0
119852,IDS-21E2-00404,TMG,251500.0
120958,IDS-21E2-00086,TMG,8100.0
131536,IDS-21E2-00880,IGS,3250.0
131536,IDS-21E2-00125,IGS,5200.0
133081,IDS-21E2-00864,IGS,1600.0
135677,IDS-21E2-00086,IGS,27000.0
136161,IDS-21E2-00125,TMG,700.0
137963,IDS-21E2-00336,IGS,141825.0
138531,IDS-21E2-00114,IGS,186600.0
139713,IDS-21E2-00101,IGS,4000.0
145340,IDS-21E2-00054,IGS,219300.0
700536-2,IDS-21E2-00320,IGS,7800.0
700536-3,IDS-21E2-00632,TMG,6600.0
700536-3,IDS-21E2-00564,TMG,13200.0
1000457,IDS-21E2-00597,TMG,109400.0
102671,IDS-21E2-00125,IGS,87500.0
107720,IDS-21E2-00628,TMG,800.0
109136,IDS-21E2-00114,IGS,175.0
112048,IDS-21E2-00708,IGS,23100.0
119396,IDS-21E2-00816,TMG,7500.0
119852,IDS-21E2-00570,TMG,603600.0
132893,IDS-21E2-00822,TMG,750.0
133133,IDS-21E2-00125,IGS,127200.0
133133,IDS-21E2-00437,TMG,39750.0
138531,IDS-21E2-01088,TMG,77750.0
139895,IDS-21E2-00332,IGS,3150.0
141663,IDS-21E2-00572,TMG,73500.0
EII-CNS-OT-0025,IDS-21E2-00337,TMG,18725.0
100011,IDS-21E2-00325,IGS,500.0
1000457,IDS-21E2-00083,TMG,1846125.0
1000457,IDS-21E2-00388,IGS,95725.0
1000457,IDS-21E2-00056,IGS,1107675.0
104754,IDS-21E2-00336,TMG,1225.0
105581,IDS-21E2-00433,IGS,26425.0
108259,IDS-21E2-00372,TMG,1311525.0
111742,IDS-21E2-00039,IGS,1127500.0
114717,IDS-21E2-00500,TMG,110950.0
114717,IDS-21E2-00381,IGS,63400.0
119852,IDS-21E2-00567,IGS,176050.0
119852,IDS-21E2-01088,TMG,352100.0
120768,IDS-21E2-00080,IGS,2975.0
121969,IDS-21E2-00592,IGS,13825.0
125391,IDS-21E2-00560,TMG,1575.0
127229,IDS-21E2-00316,IGS,3500.0
133133,IDS-21E2-00086,IGS,99375.0
135506,IDS-21E2-00054,IGS,21000.0
137932,IDS-21E2-00881,IGS,10400.0
137932,IDS-21E2-00320,TMG,9100.0
143236,IDS-21E2-00692,TMG,4375.0
147755,IDS-21E2-00083,IGS,6750.0
105491,IDS-21E2-00125,IGS,875.0
108259,IDS-21E2-00432,TMG,1096200.0
111266,IDS-21E2-00101,IGS,3000.0
114717,IDS-21E2-00704,IGS,55475.0
117871,IDS-21E2-00344,IGS,6250.0
117963,IDS-21E2-00086,TMG,350.0
118270,IDS-21E2-00572,TMG,7200.0
121793,IDS-21E2-00101,IGS,9975.0
123759,IDS-21E2-00125,IGS,13750.0
132352,IDS-21E2-00452,IGS,2000.0
132646,IDS-21E2-00086,TMG,525.0
135677,IDS-21E2-00624,TMG,43200.0
137509,IDS-21E2-00125,IGS,800.0
147451,IDS-21E2-00056,TMG,750.0
149244,IDS-21E2-00561,TMG,60800.0
149244,IDS-21E2-00320,TMG,15200.0
700536-1,IDS-21E2-00332,TMG,2600.0
700567-1,IDS-21E2-00086,TMG,4025.0
102565,IDS-21E2-00448,TMG,39375.0
108023,IDS-21E2-00432,TMG,1400.0
111266,IDS-21E2-00564,TMG,2100.0
113854,IDS-21E2-00086,IGS,5775.0
114717,IDS-21E2-00596,IGS,55475.0
117232,IDS-21E2-00316,TMG,9250.0
124257,IDS-21E2-00083,IGS,3250.0
125948,IDS-21E2-00820,TMG,2000.0
132796,IDS-21E2-00316,TMG,7600.0
133081,IDS-21E2-00039,IGS,1600.0
135506,IDS-21E2-00436,IGS,24000.0
135677,IDS-21E2-00054,IGS,37800.0
137963,IDS-21E2-00028,IGS,77775.0
145340,IDS-21E2-00039,IGS,1183200.0
700536-3,IDS-21E2-00376,TMG,5775.0
1000457,IDS-21E2-00370,TMG,136750.0
100441,IDS-21E2-00080,IGS,12600.0
114717,IDS-21E2-00433,TMG,213975.0
119852,IDS-21E2-00848,TMG,176050.0
124914,IDS-21E2-00083,TMG,24675.0
131393,IDS-21E2-00368,IGS,500.0
131536,IDS-21E2-00039,TMG,8125.0
133133,IDS-21E2-00432,TMG,31800.0
135506,IDS-21E2-00343,IGS,21000.0
135722,IDS-21E2-00320,TMG,24600.0
142798,IDS-21E2-00039,TMG,500.0
145340,IDS-21E2-00028,TMG,198900.0
700567-1,IDS-21E2-00689,IGS,5750.0
EII-CNS-OT-0025,IDS-21E2-00820,TMG,26750.0
100676,IDS-21E2-00816,TMG,800.0
105581,IDS-21E2-00039,IGS,200075.0
111742,IDS-21E2-00630,IGS,68750.0
112048,IDS-21E2-00324,IGS,85800.0
117019,IDS-21E2-00348,IGS,11800.0
118578,IDS-21E2-00101,TMG,3250.0
119852,IDS-21E2-01073,IGS,251500.0
119852,IDS-21E2-01072,IGS,704200.0
121793,IDS-21E2-00039,IGS,37050.0
133133,IDS-21E2-00880,IGS,31800.0
135383,IDS-21E2-00056,TMG,1925.0
135506,IDS-21E2-00627,TMG,24000.0
135677,IDS-21E2-00564,IGS,21600.0
138872,IDS-21E2-00125,IGS,15800.0
141305,IDS-21E2-00432,TMG,10250.0
145340,IDS-21E2-00433,TMG,76500.0
700526-1,IDS-21E2-00083,IGS,2800.0
700536-2,IDS-21E2-00101,IGS,6825.0
1000457,IDS-21E2-00352,TMG,218800.0
102671,IDS-21E2-00816,IGS,20000.0
105449,IDS-21E2-00056,TMG,6300.0
108259,IDS-21E2-00964,IGS,137025.0
108259,IDS-21E2-00326,TMG,274050.0
115418,IDS-21E2-00692,IGS,10500.0
119191,IDS-21E2-00819,TMG,6000.0
123625,IDS-21E2-00054,IGS,15300.0
125880,IDS-21E2-00816,TMG,11375.0
131664,IDS-21E2-00369,IGS,5800.0
134072,IDS-21E2-00412,TMG,3500.0
135456,IDS-21E2-00039,IGS,1500.0
135506,IDS-21E2-00326,TMG,30000.0
138531,IDS-21E2-00086,IGS,450950.0
138872,IDS-21E2-00086,TMG,31600.0
140281,IDS-21E2-00624,TMG,3000.0
147831,IDS-21E2-00056,IGS,34500.0
149831,IDS-21E2-00816,TMG,200.0
EII-CNS-OT-0005,IDS-21E2-00080,TMG,2500.0
102671,IDS-21E2-00580,IGS,20000.0
115418,IDS-21E2-00080,TMG,25500.0
119027,IDS-21E2-00564,IGS,16100.0
119192,IDS-21E2-00125,IGS,15000.0
119852,IDS-21E2-00370,TMG,352100.0
123248,IDS-21E2-00028,TMG,1400.0
128683,IDS-21E2-00568,TMG,1600.0
131156,IDS-21E2-00101,TMG,3500.0
135506,IDS-21E2-00564,TMG,225000.0
135506,IDS-21E2-00596,IGS,30000.0
135722,IDS-21E2-00820,IGS,7175.0
137963,IDS-21E2-00080,IGS,123525.0
138212,IDS-21E2-00576,IGS,12800.0
138531,IDS-21E2-01072,IGS,62200.0
147755,IDS-21E2-00436,TMG,5400.0
147831,IDS-21E2-00560,IGS,34500.0
700536-1,IDS-21E2-00560,TMG,2600.0
700536-3,IDS-21E2-00320,TMG,8250.0
700536-4,IDS-21E2-00560,TMG,288850.0
700567-1,IDS-21E2-00039,IGS,5750.0
1000457,IDS-21E2-00316,IGS,109400.0
103629,IDS-21E2-00576,IGS,250.0
108259,IDS-21E2-00709,IGS,137025.0
108423,IDS-21E2-00340,TMG,875.0
112048,IDS-21E2-00400,TMG,26400.0
115418,IDS-21E2-00125,IGS,37500.0
117019,IDS-21E2-00816,IGS,11800.0
119852,IDS-21E2-00625,IGS,377250.0
131664,IDS-21E2-00083,TMG,5800.0
137963,IDS-21E2-00056,IGS,32025.0
137963,IDS-21E2-00816,IGS,82350.0
138872,IDS-21E2-00560,TMG,43450.0
140150,IDS-21E2-00574,TMG,1800.0
141663,IDS-21E2-00324,IGS,18375.0
142828,IDS-21E2-00836,TMG,800.0
146860,IDS-21E2-00817,TMG,6000.0
149244,IDS-21E2-00560,IGS,38000.0
1000457,IDS-21E2-00101,IGS,847850.0
102671,IDS-21E2-00564,TMG,77500.0
102671,IDS-21E2-00565,TMG,17500.0
103451,IDS-21E2-00028,TMG,1800.0
105695,IDS-21E2-00086,IGS,40500.0
108259,IDS-21E2-00114,TMG,2114100.0
112296,IDS-21E2-00039,TMG,6375.0
114717,IDS-21E2-00688,TMG,206050.0
114717,IDS-21E2-00083,IGS,55475.0
114717,IDS-21E2-00114,TMG,451725.0
114717,IDS-21E2-00566,TMG,221900.0
115418,IDS-21E2-00054,TMG,12000.0
117232,IDS-21E2-00566,IGS,7400.0
117871,IDS-21E2-00353,IGS,6250.0
119852,IDS-21E2-00600,IGS,201200.0
125880,IDS-21E2-00819,TMG,16250.0
127229,IDS-21E2-00039,IGS,4000.0
132216,IDS-21E2-00696,IGS,250.0
132796,IDS-21E2-00564,IGS,9500.0
135506,IDS-21E2-00039,IGS,252000.0
138212,IDS-21E2-00374,TMG,16000.0
138872,IDS-21E2-00372,TMG,13825.0
145340,IDS-21E2-00080,IGS,51000.0
147831,IDS-21E2-00580,TMG,13800.0
149244,IDS-21E2-00320,IGS,30400.0
EII-CNS-CC-0002,IDS-21E2-00560,IGS,1500.0
1000457,IDS-21E2-00564,IGS,2365775.0
1000457,IDS-21E2-00080,TMG,574350.0
1000457,IDS-21E2-00336,IGS,806825.0
102565,IDS-21E2-00436,TMG,56250.0
102671,IDS-21E2-00325,TMG,20000.0
102671,IDS-21E2-00028,IGS,20000.0
105695,IDS-21E2-01072,TMG,37800.0
113854,IDS-21E2-00596,TMG,6600.0
114717,IDS-21E2-00325,IGS,55475.0
119192,IDS-21E2-00816,TMG,33750.0
119852,IDS-21E2-00628,IGS,1282650.0
123759,IDS-21E2-00372,TMG,27500.0
133014,IDS-21E2-00564,TMG,1925.0
133133,IDS-21E2-00560,TMG,127200.0
140281,IDS-21E2-00125,TMG,6750.0
145340,IDS-21E2-00432,TMG,91800.0
145340,IDS-21E2-00688,TMG,35700.0
147755,IDS-21E2-00101,TMG,5400.0
700536-2,IDS-21E2-00368,TMG,9750.0
700536-4,IDS-21E2-00356,IGS,18550.0
1000457,IDS-21E2-00114,TMG,1340150.0
1000457,IDS-21E2-01076,TMG,136750.0
100441,IDS-21E2-00321,TMG,4900.0
101884,IDS-21E2-00080,IGS,2750.0
103752,IDS-21E2-00560,IGS,525.0
108259,IDS-21E2-00436,TMG,528525.0
108259,IDS-21E2-00822,IGS,137025.0
108730,IDS-21E2-00039,TMG,11250.0
111266,IDS-21E2-00372,TMG,2400.0
111434,IDS-21E2-00114,TMG,1050.0
112296,IDS-21E2-00564,IGS,2975.0
113854,IDS-21E2-00694,IGS,6600.0
114717,IDS-21E2-00324,IGS,79250.0
115657,IDS-21E2-01072,TMG,2450.0
116912,IDS-21E2-00320,TMG,3850.0
116994,IDS-21E2-00056,TMG,1050.0
117019,IDS-21E2-00624,TMG,14750.0
119852,IDS-21E2-00352,IGS,251500.0
120958,IDS-21E2-00636,TMG,3150.0
