Lot No_,Bin Code,Item No_,Min_Registering_Date,Quantity,Zone Code,Days from Registration
IDS-21E2-00086,TMG,149831,30-08-2021,500,TMG,498
IDS-21E2-00086,TMG,700526-1,10-06-2021,175,TMG,579
IDS-21E2-00086,TMG,700526-2,24-05-2022,175,TMG,231
IDS-21E2-00086,TMG,700536-1,28-01-2022,175,TMG,347
IDS-21E2-00086,TMG,700536-4,10-01-2022,450,TMG,365
IDS-21E2-00086,TMG,700567-1,30-12-2021,175,TMG,376
IDS-21E2-00086,TMG,EII-CNS-OT-0008,13-10-2022,250,TMG,89
IDS-21E2-00086,TMG,EII-CNS-OT-0025,12-10-2021,575,TMG,455
IDS-21E2-00101,IGS,1000457,04-03-2021,1550,IGS,677
IDS-21E2-00101,IGS,102565,01-04-2021,1225,IGS,649
IDS-21E2-00101,IGS,105226,11-09-2022,175,IGS,121
IDS-21E2-00101,IGS,105581,04-10-2021,625,IGS,463
IDS-21E2-00101,IGS,105695,09-03-2021,775,IGS,672
IDS-21E2-00101,IGS,108259,12-02-2021,2725,IGS,697
IDS-21E2-00101,IGS,108423,09-11-2022,175,IGS,62
IDS-21E2-00101,IGS,111266,22-11-2022,250,IGS,49
IDS-21E2-00101,IGS,111742,15-05-2021,975,IGS,605
IDS-21E2-00101,IGS,114717,24-02-2021,600,IGS,685
IDS-21E2-00101,IGS,115418,22-04-2021,200,IGS,628
IDS-21E2-00101,IGS,117232,16-07-2022,250,IGS,178
IDS-21E2-00101,IGS,119852,02-04-2021,2425,IGS,648
IDS-21E2-00101,IGS,121571,24-10-2021,200,IGS,443
IDS-21E2-00101,IGS,121793,06-11-2021,175,IGS,430
IDS-21E2-00101,IGS,123546,27-11-2021,175,IGS,409
IDS-21E2-00101,IGS,124914,12-07-2022,175,IGS,182
IDS-21E2-00101,IGS,126928,14-09-2022,175,IGS,118
IDS-21E2-00101,IGS,128683,20-10-2021,200,IGS,447
IDS-21E2-00101,IGS,133133,14-07-2021,875,IGS,545
IDS-21E2-00101,IGS,136998,18-05-2022,200,IGS,237
IDS-21E2-00101,IGS,137963,18-03-2021,850,IGS,663
IDS-21E2-00101,IGS,138212,18-12-2021,250,IGS,388
IDS-21E2-00101,IGS,138531,26-02-2021,1250,IGS,683
IDS-21E2-00101,IGS,138872,19-08-2021,375,IGS,509
IDS-21E2-00101,IGS,139272,30-03-2022,175,IGS,286
IDS-21E2-00101,IGS,139713,30-12-2022,250,IGS,11
IDS-21E2-00101,IGS,140550,31-07-2022,250,IGS,163
IDS-21E2-00101,IGS,141663,19-07-2021,200,IGS,540
IDS-21E2-00101,IGS,142726,23-03-2022,250,IGS,293
IDS-21E2-00101,IGS,143236,13-05-2021,250,IGS,607
IDS-21E2-00101,IGS,143796,09-05-2021,175,IGS,611
IDS-21E2-00101,IGS,145340,01-07-2021,375,IGS,558
IDS-21E2-00101,IGS,145433,22-05-2021,250,IGS,598
IDS-21E2-00101,IGS,149244,15-02-2021,175,IGS,694
IDS-21E2-00101,IGS,700536-2,19-08-2021,175,IGS,509
IDS-21E2-00101,IGS,700536-3,22-05-2021,175,IGS,598
IDS-21E2-00101,IGS,700536-4,06-03-2021,200,IGS,675
IDS-21E2-00101,TMG,100011,11-03-2022,250,TMG,305
IDS-21E2-00101,TMG,1000457,25-02-2021,1100,TMG,684
IDS-21E2-00101,TMG,100392,13-05-2021,250,TMG,607
IDS-21E2-00101,TMG,100441,27-10-2022,250,TMG,75
IDS-21E2-00101,TMG,102565,15-02-2021,1300,TMG,694
IDS-21E2-00101,TMG,102671,09-12-2021,350,TMG,397
IDS-21E2-00101,TMG,102957,25-02-2021,175,TMG,684
IDS-21E2-00101,TMG,105581,27-04-2021,575,TMG,623
IDS-21E2-00101,TMG,105695,05-04-2022,375,TMG,280
IDS-21E2-00101,TMG,108259,13-07-2021,2925,TMG,546
IDS-21E2-00101,TMG,111071,05-11-2021,250,TMG,431
IDS-21E2-00101,TMG,111266,06-10-2021,375,TMG,461
IDS-21E2-00101,TMG,111742,29-04-2021,650,TMG,621
IDS-21E2-00101,TMG,114167,22-05-2021,200,TMG,598
IDS-21E2-00101,TMG,114717,15-11-2021,250,TMG,421
IDS-21E2-00101,TMG,115132,26-07-2021,425,TMG,533
IDS-21E2-00101,TMG,115418,31-12-2022,250,TMG,10
IDS-21E2-00101,TMG,116912,15-11-2022,250,TMG,56
IDS-21E2-00101,TMG,116994,06-06-2021,250,TMG,583
IDS-21E2-00101,TMG,117019,17-06-2022,175,TMG,207
IDS-21E2-00101,TMG,117442,22-04-2022,200,TMG,263
IDS-21E2-00101,TMG,118578,25-11-2021,250,TMG,411
IDS-21E2-00101,TMG,119027,03-06-2021,175,TMG,586
IDS-21E2-00101,TMG,119852,27-02-2021,4900,TMG,682
IDS-21E2-00101,TMG,120958,08-07-2022,175,TMG,186
IDS-21E2-00101,TMG,121571,07-07-2022,250,TMG,187
IDS-21E2-00101,TMG,121793,17-02-2021,850,TMG,692
IDS-21E2-00101,TMG,121969,14-04-2021,750,TMG,636
IDS-21E2-00101,TMG,122967,28-01-2022,175,TMG,347
IDS-21E2-00101,TMG,123629,01-12-2021,200,TMG,405
IDS-21E2-00101,TMG,123759,26-06-2021,450,TMG,563
IDS-21E2-00101,TMG,124914,07-06-2022,175,TMG,217
IDS-21E2-00101,TMG,129713,22-11-2021,250,TMG,414
IDS-21E2-00101,TMG,130347,03-05-2022,250,TMG,252
IDS-21E2-00101,TMG,131156,14-03-2022,250,TMG,302
IDS-21E2-00101,TMG,132214,16-10-2022,175,TMG,86
IDS-21E2-00101,TMG,132387,19-09-2021,175,TMG,478
IDS-21E2-00101,TMG,132796,09-07-2021,250,TMG,550
IDS-21E2-00101,TMG,133081,21-04-2021,175,TMG,629
IDS-21E2-00101,TMG,133133,19-03-2021,850,TMG,662
IDS-21E2-00101,TMG,133253,02-09-2021,250,TMG,495
IDS-21E2-00101,TMG,134072,07-09-2021,250,TMG,490
IDS-21E2-00101,TMG,135506,16-02-2021,950,TMG,693
IDS-21E2-00101,TMG,135677,03-03-2021,650,TMG,678
IDS-21E2-00101,TMG,137509,16-10-2021,200,TMG,451
IDS-21E2-00101,TMG,137963,09-03-2021,1375,TMG,672
IDS-21E2-00101,TMG,138212,22-04-2021,450,TMG,628
IDS-21E2-00101,TMG,138531,01-04-2021,1000,TMG,649
IDS-21E2-00101,TMG,138872,17-11-2021,250,TMG,419
IDS-21E2-00101,TMG,138924,09-10-2022,175,TMG,93
IDS-21E2-00101,TMG,141663,04-12-2021,350,TMG,402
IDS-21E2-00101,TMG,142120,30-04-2022,250,TMG,255
IDS-21E2-00101,TMG,143108,17-02-2022,175,TMG,327
IDS-21E2-00101,TMG,143236,23-08-2021,250,TMG,505
IDS-21E2-00101,TMG,145340,22-02-2021,1025,TMG,687
IDS-21E2-00101,TMG,146940,12-05-2022,250,TMG,243
IDS-21E2-00101,TMG,147755,30-09-2022,200,TMG,102
IDS-21E2-00101,TMG,147831,19-08-2021,200,TMG,509
IDS-21E2-00101,TMG,149244,11-05-2022,425,TMG,244
IDS-21E2-00101,TMG,700526-1,09-04-2022,250,TMG,276
IDS-21E2-00101,TMG,700536-1,21-11-2021,200,TMG,415
IDS-21E2-00101,TMG,EII-CNS-CC-0002,20-05-2022,250,TMG,235
IDS-21E2-00101,TMG,EII-CNS-OT-0007,09-02-2022,175,TMG,335
IDS-21E2-00101,TMG,EII-CNS-OT-0008,18-09-2021,375,TMG,479
IDS-21E2-00101,TMG,EII-CNS-OT-0025,05-05-2021,425,TMG,615
IDS-21E2-00101,TMG,EII-CNS-OT-0030,17-08-2021,200,TMG,511
IDS-21E2-00114,IGS,1000457,10-06-2021,1675,IGS,579
IDS-21E2-00114,IGS,100441,27-04-2022,250,IGS,258
IDS-21E2-00114,IGS,101884,09-07-2022,200,IGS,185
IDS-21E2-00114,IGS,102565,26-07-2022,500,IGS,168
IDS-21E2-00114,IGS,105449,16-09-2022,175,IGS,116
IDS-21E2-00114,IGS,105581,20-03-2021,550,IGS,661
IDS-21E2-00114,IGS,105695,09-08-2021,350,IGS,519
IDS-21E2-00114,IGS,108259,29-04-2021,775,IGS,621
IDS-21E2-00114,IGS,109136,26-04-2021,175,IGS,624
IDS-21E2-00114,IGS,109456,24-12-2022,250,IGS,17
IDS-21E2-00114,IGS,111742,01-12-2021,375,IGS,405
IDS-21E2-00114,IGS,112048,14-02-2021,425,IGS,695
IDS-21E2-00114,IGS,114431,23-05-2022,175,IGS,232
IDS-21E2-00114,IGS,114717,25-08-2021,500,IGS,503
IDS-21E2-00114,IGS,116912,19-03-2021,175,IGS,662
IDS-21E2-00114,IGS,117019,04-11-2021,200,IGS,432
IDS-21E2-00114,IGS,117232,26-09-2022,200,IGS,106
IDS-21E2-00114,IGS,118140,26-08-2021,175,IGS,502
IDS-21E2-00114,IGS,118270,18-04-2021,175,IGS,632
IDS-21E2-00114,IGS,119191,30-04-2022,200,IGS,255
IDS-21E2-00114,IGS,119852,02-05-2021,1875,IGS,618
IDS-21E2-00114,IGS,120958,18-08-2022,200,IGS,145
IDS-21E2-00114,IGS,121969,15-11-2022,250,IGS,56
IDS-21E2-00114,IGS,123546,30-09-2021,200,IGS,467
IDS-21E2-00114,IGS,123625,21-01-2022,175,IGS,354
IDS-21E2-00114,IGS,123759,20-02-2022,200,IGS,324
IDS-21E2-00114,IGS,125880,08-06-2021,175,IGS,581
IDS-21E2-00114,IGS,132214,18-06-2021,200,IGS,571
IDS-21E2-00114,IGS,133081,13-09-2022,200,IGS,119
IDS-21E2-00114,IGS,133133,23-05-2021,750,IGS,597
IDS-21E2-00114,IGS,135506,01-06-2022,500,IGS,223
IDS-21E2-00114,IGS,137963,21-04-2021,425,IGS,629
IDS-21E2-00114,IGS,138531,07-12-2021,600,IGS,399
IDS-21E2-00114,IGS,138872,30-08-2021,650,IGS,498
IDS-21E2-00114,IGS,140550,17-09-2022,250,IGS,115
IDS-21E2-00114,IGS,141305,07-09-2022,350,IGS,125
IDS-21E2-00114,IGS,145340,02-09-2022,175,IGS,130
IDS-21E2-00114,IGS,148780,09-04-2021,200,IGS,641
IDS-21E2-00114,IGS,149244,15-11-2021,725,IGS,421
IDS-21E2-00114,IGS,700526-2,09-02-2022,175,IGS,335
IDS-21E2-00114,IGS,700536-2,12-05-2022,175,IGS,243
IDS-21E2-00114,TMG,100011,04-05-2021,175,TMG,616
IDS-21E2-00114,TMG,1000457,14-02-2021,2450,TMG,695
IDS-21E2-00114,TMG,100441,08-05-2021,350,TMG,612
IDS-21E2-00114,TMG,102565,27-10-2022,250,TMG,75
IDS-21E2-00114,TMG,102671,04-04-2021,425,TMG,646
IDS-21E2-00114,TMG,105449,29-11-2022,200,TMG,42
IDS-21E2-00114,TMG,105581,01-07-2021,1100,TMG,558
IDS-21E2-00114,TMG,105695,14-09-2021,200,TMG,483
IDS-21E2-00114,TMG,108259,15-03-2021,2700,TMG,666
IDS-21E2-00114,TMG,111434,14-01-2022,175,TMG,361
IDS-21E2-00114,TMG,111742,20-11-2021,850,TMG,416
IDS-21E2-00114,TMG,112048,06-04-2021,500,TMG,644
IDS-21E2-00114,TMG,114717,15-03-2021,1425,TMG,666
IDS-21E2-00114,TMG,115657,06-10-2021,200,TMG,461
IDS-21E2-00114,TMG,115876,13-11-2022,175,TMG,58
IDS-21E2-00114,TMG,117019,17-08-2022,250,TMG,146
IDS-21E2-00114,TMG,118270,23-11-2022,175,TMG,48
IDS-21E2-00114,TMG,119191,27-05-2021,500,TMG,593
IDS-21E2-00114,TMG,119192,13-09-2021,350,TMG,484
IDS-21E2-00114,TMG,119396,09-05-2021,250,TMG,611
IDS-21E2-00114,TMG,119852,18-03-2021,2825,TMG,663
IDS-21E2-00114,TMG,120887,12-02-2022,175,TMG,332
IDS-21E2-00114,TMG,121793,30-04-2021,175,TMG,620
IDS-21E2-00114,TMG,121969,04-08-2021,875,TMG,524
IDS-21E2-00114,TMG,123234,14-06-2022,175,TMG,210
IDS-21E2-00114,TMG,123546,18-05-2022,200,TMG,237
IDS-21E2-00114,TMG,124257,01-12-2022,200,TMG,40
IDS-21E2-00114,TMG,124914,31-05-2022,250,TMG,224
IDS-21E2-00114,TMG,125391,18-06-2022,250,TMG,206
IDS-21E2-00114,TMG,125880,03-05-2022,575,TMG,252
IDS-21E2-00114,TMG,128313,07-05-2021,200,TMG,613
IDS-21E2-00114,TMG,131130,27-06-2022,175,TMG,197
IDS-21E2-00114,TMG,131664,01-04-2022,175,TMG,284
IDS-21E2-00114,TMG,131886,15-02-2021,175,TMG,694
IDS-21E2-00114,TMG,133133,08-04-2021,900,TMG,642
IDS-21E2-00114,TMG,135383,18-05-2021,200,TMG,602
IDS-21E2-00114,TMG,135506,24-02-2021,700,TMG,685
IDS-21E2-00114,TMG,135677,24-03-2021,500,TMG,657
IDS-21E2-00114,TMG,135722,08-06-2022,250,TMG,216
IDS-21E2-00114,TMG,136092,20-06-2022,250,TMG,204
IDS-21E2-00114,TMG,136998,03-01-2022,200,TMG,372
IDS-21E2-00114,TMG,137963,21-02-2021,625,TMG,688
IDS-21E2-00114,TMG,138212,17-02-2022,250,TMG,327
IDS-21E2-00114,TMG,138531,24-08-2021,175,TMG,504
IDS-21E2-00114,TMG,138872,10-07-2021,425,TMG,549
IDS-21E2-00114,TMG,139272,04-05-2021,200,TMG,616
IDS-21E2-00114,TMG,141388,16-05-2022,250,TMG,239
IDS-21E2-00114,TMG,143236,23-08-2021,350,TMG,505
IDS-21E2-00114,TMG,145340,05-07-2021,650,TMG,554
IDS-21E2-00114,TMG,147755,09-04-2021,175,TMG,641
IDS-21E2-00114,TMG,147831,04-08-2022,200,TMG,159
IDS-21E2-00114,TMG,147945,27-05-2021,175,TMG,593
IDS-21E2-00114,TMG,148582,07-07-2021,175,TMG,552
IDS-21E2-00114,TMG,149244,05-03-2021,500,TMG,676
IDS-21E2-00114,TMG,149436,05-04-2021,250,TMG,645
IDS-21E2-00114,TMG,700536-2,13-04-2021,250,TMG,637
IDS-21E2-00114,TMG,700536-3,28-09-2021,450,TMG,469
IDS-21E2-00114,TMG,700536-4,29-08-2021,375,TMG,499
IDS-21E2-00114,TMG,700567-2,09-11-2022,250,TMG,62
IDS-21E2-00114,TMG,EII-CNS-OT-0008,06-12-2021,175,TMG,400
IDS-21E2-00114,TMG,EII-CNS-OT-0025,04-02-2022,200,TMG,340
IDS-21E2-00125,IGS,1000457,14-02-2021,3800,IGS,695
IDS-21E2-00125,IGS,100124,12-07-2021,200,IGS,547
IDS-21E2-00125,IGS,100441,17-06-2021,175,IGS,572
IDS-21E2-00125,IGS,102565,03-05-2021,1350,IGS,617
IDS-21E2-00125,IGS,102671,28-05-2021,875,IGS,592
IDS-21E2-00125,IGS,103813,26-06-2021,250,IGS,563
IDS-21E2-00125,IGS,105449,30-03-2022,450,IGS,286
IDS-21E2-00125,IGS,105491,11-11-2021,175,IGS,425
IDS-21E2-00125,IGS,105581,27-03-2021,1225,IGS,654
IDS-21E2-00125,IGS,105695,24-07-2021,925,IGS,535
IDS-21E2-00125,IGS,107704,24-07-2021,200,IGS,535
IDS-21E2-00125,IGS,108259,20-02-2021,6375,IGS,689
IDS-21E2-00125,IGS,108423,05-06-2022,200,IGS,219
IDS-21E2-00125,IGS,108730,23-08-2022,200,IGS,140
IDS-21E2-00125,IGS,109456,15-11-2022,175,IGS,56
IDS-21E2-00125,IGS,109606,05-07-2022,200,IGS,189
IDS-21E2-00125,IGS,111434,05-06-2022,250,IGS,219
IDS-21E2-00125,IGS,111742,12-03-2021,1975,IGS,669
IDS-21E2-00125,IGS,113854,10-04-2021,775,IGS,640
IDS-21E2-00125,IGS,114717,23-02-2021,2900,IGS,686
IDS-21E2-00125,IGS,115418,17-12-2021,625,IGS,389
IDS-21E2-00125,IGS,115657,12-06-2021,250,IGS,577
IDS-21E2-00125,IGS,115870,03-07-2021,250,IGS,556
IDS-21E2-00125,IGS,115876,26-06-2021,200,IGS,563
IDS-21E2-00125,IGS,116994,27-09-2021,200,IGS,470
IDS-21E2-00125,IGS,117019,13-07-2021,500,IGS,546
IDS-21E2-00125,IGS,117232,07-03-2021,200,IGS,674
IDS-21E2-00125,IGS,118270,13-06-2021,500,IGS,576
IDS-21E2-00125,IGS,118498,08-08-2022,250,IGS,155
IDS-21E2-00125,IGS,118578,08-12-2021,175,IGS,398
IDS-21E2-00125,IGS,119027,09-08-2021,400,IGS,519
IDS-21E2-00125,IGS,119191,10-03-2021,175,IGS,671
IDS-21E2-00125,IGS,119192,21-03-2022,200,IGS,295
IDS-21E2-00125,IGS,119396,17-10-2021,450,IGS,450
IDS-21E2-00125,IGS,119852,23-02-2021,11475,IGS,686
IDS-21E2-00125,IGS,121225,02-09-2022,175,IGS,130
IDS-21E2-00125,IGS,121571,01-12-2022,200,IGS,40
IDS-21E2-00125,IGS,121793,21-10-2021,550,IGS,446
IDS-21E2-00125,IGS,121876,14-02-2022,200,IGS,330
IDS-21E2-00125,IGS,121969,31-08-2021,600,IGS,497
IDS-21E2-00125,IGS,122106,09-06-2022,175,IGS,215
IDS-21E2-00125,IGS,123625,04-04-2021,375,IGS,646
IDS-21E2-00125,IGS,123759,05-10-2022,250,IGS,97
IDS-21E2-00125,IGS,124214,21-11-2022,250,IGS,50
IDS-21E2-00125,IGS,124914,08-07-2021,175,IGS,551
IDS-21E2-00125,IGS,125880,22-02-2022,450,IGS,322
IDS-21E2-00125,IGS,125948,28-09-2022,250,IGS,104
IDS-21E2-00125,IGS,128313,19-05-2021,375,IGS,601
IDS-21E2-00125,IGS,128916,16-11-2022,175,IGS,55
IDS-21E2-00125,IGS,129525,26-08-2021,175,IGS,502
IDS-21E2-00125,IGS,129713,10-09-2021,450,IGS,487
IDS-21E2-00125,IGS,130347,24-08-2021,175,IGS,504
IDS-21E2-00125,IGS,130371,02-02-2022,250,IGS,342
IDS-21E2-00125,IGS,131156,25-03-2021,575,IGS,656
IDS-21E2-00125,IGS,131536,26-06-2021,400,IGS,563
IDS-21E2-00125,IGS,131664,09-12-2021,625,IGS,397
IDS-21E2-00125,IGS,131950,12-03-2021,175,IGS,669
IDS-21E2-00125,IGS,132216,05-12-2021,200,IGS,401
IDS-21E2-00125,IGS,132646,26-06-2021,250,IGS,563
IDS-21E2-00125,IGS,133014,25-02-2021,200,IGS,684
IDS-21E2-00125,IGS,133133,03-04-2021,800,IGS,647
IDS-21E2-00125,IGS,133757,19-12-2021,200,IGS,387
IDS-21E2-00125,IGS,135506,03-08-2021,625,IGS,525
IDS-21E2-00125,IGS,135677,27-04-2021,1175,IGS,623
IDS-21E2-00125,IGS,135872,26-08-2022,175,IGS,137
IDS-21E2-00125,IGS,135878,02-09-2022,250,IGS,130
IDS-21E2-00125,IGS,136161,17-08-2021,250,IGS,511
IDS-21E2-00125,IGS,136704,13-05-2021,425,IGS,607
IDS-21E2-00125,IGS,137509,18-07-2022,200,IGS,176
IDS-21E2-00125,IGS,137963,06-03-2021,900,IGS,675
IDS-21E2-00125,IGS,138212,25-03-2021,200,IGS,656
IDS-21E2-00125,IGS,138531,04-05-2021,1475,IGS,616
IDS-21E2-00125,IGS,138872,18-05-2021,200,IGS,602
IDS-21E2-00125,IGS,139653,01-06-2021,250,IGS,588
IDS-21E2-00125,IGS,139713,18-05-2021,175,IGS,602
IDS-21E2-00125,IGS,140150,02-07-2022,350,IGS,192
IDS-21E2-00125,IGS,141305,25-10-2021,175,IGS,442
IDS-21E2-00125,IGS,141388,11-09-2021,250,IGS,486
IDS-21E2-00125,IGS,141663,12-04-2021,200,IGS,638
IDS-21E2-00125,IGS,142120,26-07-2021,200,IGS,533
IDS-21E2-00125,IGS,143108,14-07-2022,250,IGS,180
IDS-21E2-00125,IGS,143236,17-01-2022,175,IGS,358
IDS-21E2-00125,IGS,143605,19-07-2022,175,IGS,175
IDS-21E2-00125,IGS,145340,22-02-2021,1625,IGS,687
IDS-21E2-00125,IGS,145424,10-05-2022,250,IGS,245
IDS-21E2-00125,IGS,147359,19-02-2021,675,IGS,690
IDS-21E2-00125,IGS,147831,17-02-2021,600,IGS,692
IDS-21E2-00125,IGS,148582,09-11-2022,200,IGS,62
IDS-21E2-00125,IGS,149244,18-12-2021,675,IGS,388
IDS-21E2-00125,IGS,700536-2,22-05-2021,525,IGS,598
IDS-21E2-00125,IGS,700536-3,22-06-2021,175,IGS,567
IDS-21E2-00125,IGS,700536-4,17-06-2022,175,IGS,207
IDS-21E2-00125,IGS,EII-CNS-OT-0008,08-08-2021,450,IGS,520
IDS-21E2-00125,IGS,EII-CNS-OT-0025,31-07-2021,850,IGS,528
IDS-21E2-00125,IGS,EII-CNS-OT-0029,17-10-2021,175,IGS,450
IDS-21E2-00125,TMG,1000457,11-02-2021,6475,TMG,698
IDS-21E2-00125,TMG,100124,28-02-2021,250,TMG,681
IDS-21E2-00125,TMG,100441,27-09-2021,250,TMG,470
IDS-21E2-00125,TMG,101884,23-03-2021,200,TMG,658
IDS-21E2-00125,TMG,102482,19-02-2022,200,TMG,325
IDS-21E2-00125,TMG,102565,20-05-2021,1650,TMG,600
IDS-21E2-00125,TMG,102671,24-03-2021,2125,TMG,657
IDS-21E2-00125,TMG,103451,06-11-2021,200,TMG,430
IDS-21E2-00125,TMG,103752,23-02-2021,250,TMG,686
IDS-21E2-00125,TMG,103813,08-05-2021,425,TMG,612
IDS-21E2-00125,TMG,105581,11-06-2021,1250,TMG,578
IDS-21E2-00125,TMG,105695,17-03-2021,2275,TMG,664
IDS-21E2-00125,TMG,106106,27-10-2021,200,TMG,440
IDS-21E2-00125,TMG,108259,10-02-2021,7925,TMG,699
IDS-21E2-00125,TMG,108423,03-12-2022,175,TMG,38
IDS-21E2-00125,TMG,108730,01-02-2022,500,TMG,343
IDS-21E2-00125,TMG,109961,26-09-2022,175,TMG,106
IDS-21E2-00125,TMG,111742,01-03-2021,2575,TMG,680
IDS-21E2-00125,TMG,111938,08-08-2021,250,TMG,520
IDS-21E2-00125,TMG,112048,27-04-2021,775,TMG,623
IDS-21E2-00125,TMG,112382,21-06-2022,200,TMG,203
IDS-21E2-00125,TMG,112824,18-02-2021,175,TMG,691
IDS-21E2-00125,TMG,113854,12-02-2021,175,TMG,697
IDS-21E2-00125,TMG,114717,15-02-2021,2675,TMG,694
IDS-21E2-00125,TMG,115132,17-11-2022,175,TMG,54
IDS-21E2-00125,TMG,115418,24-09-2022,175,TMG,108
IDS-21E2-00125,TMG,115657,13-06-2021,550,TMG,576
IDS-21E2-00125,TMG,117019,10-04-2021,850,TMG,640
IDS-21E2-00125,TMG,117232,14-12-2021,250,TMG,392
IDS-21E2-00125,TMG,117525,12-11-2021,175,TMG,424
IDS-21E2-00125,TMG,117871,11-08-2021,450,TMG,517
IDS-21E2-00125,TMG,118270,26-12-2021,450,TMG,380
IDS-21E2-00125,TMG,118459,29-03-2022,250,TMG,287
IDS-21E2-00125,TMG,118475,08-01-2022,175,TMG,367
IDS-21E2-00125,TMG,118502,14-10-2021,200,TMG,453
IDS-21E2-00125,TMG,119131,09-03-2021,250,TMG,672
IDS-21E2-00125,TMG,119191,18-06-2022,425,TMG,206
IDS-21E2-00125,TMG,119192,11-04-2022,950,TMG,274
IDS-21E2-00125,TMG,119396,26-06-2021,200,TMG,563
IDS-21E2-00125,TMG,119852,21-02-2021,15225,TMG,688
IDS-21E2-00125,TMG,120768,10-09-2021,175,TMG,487
IDS-21E2-00125,TMG,120887,12-08-2021,250,TMG,516
IDS-21E2-00125,TMG,120958,24-07-2022,250,TMG,170
IDS-21E2-00125,TMG,121793,13-08-2021,875,TMG,515
IDS-21E2-00125,TMG,121969,18-04-2021,550,TMG,632
IDS-21E2-00125,TMG,122106,01-02-2022,200,TMG,343
IDS-21E2-00125,TMG,123546,30-10-2021,425,TMG,437
IDS-21E2-00125,TMG,123625,19-03-2021,550,TMG,662
IDS-21E2-00125,TMG,125880,25-11-2021,450,TMG,411
IDS-21E2-00125,TMG,126928,06-06-2021,175,TMG,583
IDS-21E2-00125,TMG,127229,17-08-2021,250,TMG,511
IDS-21E2-00125,TMG,127295,26-06-2022,250,TMG,198
IDS-21E2-00125,TMG,128313,03-03-2022,450,TMG,313
IDS-21E2-00125,TMG,128683,20-05-2021,250,TMG,600
IDS-21E2-00125,TMG,130121,11-12-2022,200,TMG,30
IDS-21E2-00125,TMG,130347,07-12-2021,425,TMG,399
IDS-21E2-00125,TMG,130371,28-08-2021,200,TMG,500
IDS-21E2-00125,TMG,131536,10-06-2021,200,TMG,579
IDS-21E2-00125,TMG,131664,09-03-2021,500,TMG,672
IDS-21E2-00125,TMG,132214,23-11-2021,250,TMG,413
IDS-21E2-00125,TMG,132453,21-08-2021,200,TMG,507
IDS-21E2-00125,TMG,132796,21-03-2021,550,TMG,660
IDS-21E2-00125,TMG,133133,09-07-2021,1875,TMG,550
IDS-21E2-00125,TMG,135219,22-05-2022,250,TMG,233
IDS-21E2-00125,TMG,135506,28-03-2021,2125,TMG,653
IDS-21E2-00125,TMG,135677,26-04-2021,1650,TMG,624
IDS-21E2-00125,TMG,135704,12-12-2021,250,TMG,394
IDS-21E2-00125,TMG,135722,09-10-2021,425,TMG,458
IDS-21E2-00125,TMG,135878,13-04-2021,175,TMG,637
IDS-21E2-00125,TMG,136161,25-04-2021,175,TMG,625
IDS-21E2-00125,TMG,137509,26-11-2022,175,TMG,45
IDS-21E2-00125,TMG,137932,22-05-2021,950,TMG,598
IDS-21E2-00125,TMG,137963,12-05-2021,1700,TMG,608
IDS-21E2-00125,TMG,138212,17-09-2021,950,TMG,480
IDS-21E2-00125,TMG,138531,26-02-2021,2175,TMG,683
IDS-21E2-00125,TMG,138872,11-08-2021,1050,TMG,517
IDS-21E2-00125,TMG,139112,21-05-2021,200,TMG,599
IDS-21E2-00125,TMG,139272,21-09-2021,425,TMG,476
IDS-21E2-00125,TMG,139713,16-04-2022,175,TMG,269
IDS-21E2-00125,TMG,140147,02-06-2021,200,TMG,587
IDS-21E2-00125,TMG,140281,20-08-2022,450,TMG,143
IDS-21E2-00125,TMG,141305,08-08-2021,1150,TMG,520
IDS-21E2-00125,TMG,141663,26-02-2021,625,TMG,683
IDS-21E2-00125,TMG,143108,22-06-2022,425,TMG,202
IDS-21E2-00125,TMG,143236,09-10-2021,250,TMG,458
IDS-21E2-00125,TMG,145340,09-04-2021,2200,TMG,641
IDS-21E2-00125,TMG,145424,06-09-2022,250,TMG,126
IDS-21E2-00125,TMG,147755,31-12-2021,200,TMG,375
IDS-21E2-00125,TMG,147831,17-06-2021,675,TMG,572
IDS-21E2-00125,TMG,149104,24-06-2021,200,TMG,565
IDS-21E2-00125,TMG,149244,20-06-2021,1575,TMG,569
IDS-21E2-00125,TMG,700536-1,14-07-2021,350,TMG,545
IDS-21E2-00125,TMG,700536-2,16-05-2021,1375,TMG,604
IDS-21E2-00125,TMG,700536-4,06-03-2021,1900,TMG,675
IDS-21E2-00125,TMG,EII-CNS-OT-0007,07-05-2021,175,TMG,613
IDS-21E2-00125,TMG,EII-CNS-OT-0008,07-04-2022,250,TMG,278
IDS-21E2-00125,TMG,EII-CNS-OT-0025,18-04-2021,1725,TMG,632
IDS-21E2-00125,TMG,EII-CNS-OT-0030,05-12-2022,175,TMG,36
IDS-21E2-00316,IGS,1000457,15-11-2021,200,IGS,421
IDS-21E2-00316,IGS,102565,28-11-2021,200,IGS,408
IDS-21E2-00316,IGS,109456,22-12-2022,250,IGS,19
IDS-21E2-00316,IGS,112048,21-07-2021,500,IGS,538
IDS-21E2-00316,IGS,117232,28-06-2022,200,IGS,196
IDS-21E2-00316,IGS,118140,20-05-2022,250,IGS,235
IDS-21E2-00316,IGS,119852,25-02-2021,1225,IGS,684
