,ID,ItemNo,Date,Shift,Station,Hour,Quantity,LineLeader,Bay,DivisionId,CreationDateTime,BreakTime,WorkOrderId,Company,Division
388,389,Items-SB-07595214-JP,2022-06-02,G,SB-0001,1900-01-01 20:00:00,27,SB_LineLeader_1,SB-0001,3,2022-06-02 11:14:00,30,W-335861,,
389,390,Items-BC-06809611-UK,2022-06-02,G,BC-0001,1900-01-01 11:00:00,249,BC_LineLeader_1,BC-0001,5,2022-06-02 11:02:00,0,W-973813,,
390,391,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 18:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:02:00,60,W-347806,,
391,392,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 11:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:04:00,0,W-347806,,
392,393,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 17:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:06:00,0,W-347806,,
393,394,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 13:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:08:00,30,W-347806,,
394,395,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 12:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:10:00,0,W-347806,,
395,396,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 18:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:12:00,0,W-347806,,
396,397,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 16:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:14:00,60,W-347806,,
397,398,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 10:00:00,25,EE_LineLeader_1,EE-0001,4,2022-06-02 11:16:00,0,W-347806,,
398,399,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 13:00:00,54,SB_LineLeader_1,SB-0001,3,2022-06-02 11:02:00,60,W-109858,,
399,400,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 11:00:00,54,SB_LineLeader_1,SB-0001,3,2022-06-02 11:04:00,60,W-109858,,
400,401,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 14:00:00,54,SB_LineLeader_1,SB-0001,3,2022-06-02 11:06:00,0,W-109858,,
401,402,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 16:00:00,54,SB_LineLeader_1,SB-0001,3,2022-06-02 11:08:00,30,W-109858,,
402,403,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 19:00:00,21,EE_LineLeader_1,EE-0001,4,2022-06-02 11:02:00,30,W-969893,,
403,404,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 14:00:00,21,EE_LineLeader_1,EE-0001,4,2022-06-02 11:04:00,0,W-969893,,
404,405,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 15:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:06:00,0,W-969893,,
405,406,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 09:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:08:00,0,W-969893,,
406,407,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 15:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:10:00,0,W-969893,,
407,408,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 17:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:12:00,60,W-969893,,
408,409,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 15:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:14:00,0,W-969893,,
409,410,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 13:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:16:00,0,W-969893,,
410,411,Items-EE-07197264-UK,2022-06-02,G,EE-0001,1900-01-01 17:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 11:18:00,0,W-969893,,
411,412,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 11:00:00,56,SB_LineLeader_1,SB-0001,3,2022-06-02 11:02:00,60,W-970357,,
412,413,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 14:00:00,57,SB_LineLeader_1,SB-0001,3,2022-06-02 11:04:00,0,W-970357,,
413,414,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 09:00:00,57,SB_LineLeader_1,SB-0001,3,2022-06-02 11:06:00,0,W-970357,,
414,415,Items-TS-00223294-BR,2022-06-02,G,TS-0001,1900-01-01 15:00:00,82,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,30,W-643874,,
415,416,Items-TS-00223294-BR,2022-06-02,G,TS-0001,1900-01-01 10:00:00,82,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,0,W-643874,,
416,417,Items-TS-00223294-BR,2022-06-02,G,TS-0001,1900-01-01 11:00:00,82,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,0,W-643874,,
417,418,Items-BC-03055426-CH,2022-06-02,G,BC-0001,1900-01-01 16:00:00,87,BC_LineLeader_1,BC-0001,5,2022-06-02 03:02:00,30,W-618652,,
418,419,Items-BC-03055426-CH,2022-06-02,G,BC-0001,1900-01-01 19:00:00,87,BC_LineLeader_1,BC-0001,5,2022-06-02 03:04:00,60,W-618652,,
419,420,Items-TS-06064368-US,2022-06-02,G,TS-0001,1900-01-01 13:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,60,W-143143,,
420,421,Items-TS-06064368-US,2022-06-02,G,TS-0001,1900-01-01 14:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,0,W-143143,,
421,422,Items-TS-06064368-US,2022-06-02,G,TS-0001,1900-01-01 17:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,60,W-143143,,
422,423,Items-TS-06064368-US,2022-06-02,G,TS-0001,1900-01-01 15:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-143143,,
423,424,Items-TS-06064368-US,2022-06-02,G,TS-0001,1900-01-01 20:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,0,W-143143,,
424,425,Items-TS-06064368-US,2022-06-02,G,TS-0001,1900-01-01 15:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,0,W-143143,,
425,426,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 16:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:02:00,30,W-997514,,
426,427,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 12:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:04:00,0,W-997514,,
427,428,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 09:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:06:00,0,W-997514,,
428,429,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 19:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:08:00,30,W-997514,,
429,430,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 11:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:10:00,0,W-997514,,
430,431,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 15:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:12:00,0,W-997514,,
431,432,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 17:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:14:00,0,W-997514,,
432,433,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 17:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:16:00,60,W-997514,,
433,434,Items-EE-08274581-US,2022-06-02,G,EE-0001,1900-01-01 15:00:00,22,EE_LineLeader_1,EE-0001,4,2022-06-02 03:18:00,30,W-997514,,
434,435,Items-SB-06392547-CH,2022-06-02,G,SB-0001,1900-01-01 20:00:00,83,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,0,W-747998,,
435,436,Items-SB-06392547-CH,2022-06-02,G,SB-0001,1900-01-01 17:00:00,83,SB_LineLeader_1,SB-0001,3,2022-06-02 03:04:00,0,W-747998,,
436,437,Items-SB-06392547-CH,2022-06-02,G,SB-0001,1900-01-01 10:00:00,83,SB_LineLeader_1,SB-0001,3,2022-06-02 03:06:00,0,W-747998,,
437,438,Items-EE-01947410-JP,2022-06-02,G,EE-0001,1900-01-01 10:00:00,47,EE_LineLeader_1,EE-0001,4,2022-06-02 03:02:00,0,W-573757,,
438,439,Items-EE-01947410-JP,2022-06-02,G,EE-0001,1900-01-01 13:00:00,47,EE_LineLeader_1,EE-0001,4,2022-06-02 03:04:00,0,W-573757,,
439,440,Items-EE-01947410-JP,2022-06-02,G,EE-0001,1900-01-01 17:00:00,48,EE_LineLeader_1,EE-0001,4,2022-06-02 03:06:00,0,W-573757,,
440,441,Items-EE-01947410-JP,2022-06-02,G,EE-0001,1900-01-01 11:00:00,48,EE_LineLeader_1,EE-0001,4,2022-06-02 03:08:00,60,W-573757,,
441,442,Items-TS-05745797-BR,2022-06-02,G,TS-0001,1900-01-01 12:00:00,47,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,60,W-514549,,
442,443,Items-TS-05745797-BR,2022-06-02,G,TS-0001,1900-01-01 11:00:00,48,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,60,W-514549,,
443,444,Items-TS-05745797-BR,2022-06-02,G,TS-0001,1900-01-01 15:00:00,48,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,0,W-514549,,
444,445,Items-TS-05745797-BR,2022-06-02,G,TS-0001,1900-01-01 16:00:00,48,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,60,W-514549,,
445,446,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 16:00:00,37,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,30,W-835625,,
446,447,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 15:00:00,37,SB_LineLeader_1,SB-0001,3,2022-06-02 03:04:00,0,W-835625,,
447,448,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 17:00:00,38,SB_LineLeader_1,SB-0001,3,2022-06-02 03:06:00,30,W-835625,,
448,449,Items-SB-09133837-BR,2022-06-02,G,SB-0001,1900-01-01 12:00:00,38,SB_LineLeader_1,SB-0001,3,2022-06-02 03:08:00,0,W-835625,,
449,450,Items-SB-02734397-IN,2022-06-02,G,SB-0001,1900-01-01 10:00:00,51,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,0,W-341094,,
450,451,Items-SB-02734397-IN,2022-06-02,G,SB-0001,1900-01-01 09:00:00,51,SB_LineLeader_1,SB-0001,3,2022-06-02 03:04:00,0,W-341094,,
451,452,Items-SB-02734397-IN,2022-06-02,G,SB-0001,1900-01-01 15:00:00,52,SB_LineLeader_1,SB-0001,3,2022-06-02 03:06:00,30,W-341094,,
452,453,Items-SB-02734397-IN,2022-06-02,G,SB-0001,1900-01-01 17:00:00,52,SB_LineLeader_1,SB-0001,3,2022-06-02 03:08:00,30,W-341094,,
453,454,Items-TS-06879613-JP,2022-06-02,G,TS-0001,1900-01-01 10:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,30,W-370833,,
454,455,Items-TS-06879613-JP,2022-06-02,G,TS-0001,1900-01-01 13:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,60,W-370833,,
455,456,Items-TS-06879613-JP,2022-06-02,G,TS-0001,1900-01-01 16:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,30,W-370833,,
456,457,Items-TS-06879613-JP,2022-06-02,G,TS-0001,1900-01-01 14:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-370833,,
457,458,Items-TS-06879613-JP,2022-06-02,G,TS-0001,1900-01-01 14:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,0,W-370833,,
458,459,Items-TS-06879613-JP,2022-06-02,G,TS-0001,1900-01-01 18:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,30,W-370833,,
459,460,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 10:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,60,W-675620,,
460,461,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 11:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,0,W-675620,,
461,462,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,0,W-675620,,
462,463,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 15:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-675620,,
463,464,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 10:00:00,26,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,60,W-675620,,
464,465,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,60,W-675620,,
465,466,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 12:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:14:00,0,W-675620,,
466,467,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:16:00,30,W-675620,,
467,468,Items-TS-01948203-UK,2022-06-02,G,TS-0001,1900-01-01 17:00:00,27,TS_LineLeader_1,TS-0001,2,2022-06-02 03:18:00,60,W-675620,,
468,469,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 20:00:00,23,EP_LineLeader_1,EP-0001,1,2022-06-02 03:02:00,0,W-874601,,
469,470,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 12:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:04:00,60,W-874601,,
470,471,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 20:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:06:00,0,W-874601,,
471,472,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 16:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:08:00,30,W-874601,,
472,473,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 12:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:10:00,60,W-874601,,
473,474,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 10:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:12:00,0,W-874601,,
474,475,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 11:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:14:00,0,W-874601,,
475,476,Items-EP-04737482-IN,2022-06-02,G,EP-0001,1900-01-01 15:00:00,24,EP_LineLeader_1,EP-0001,1,2022-06-02 03:16:00,30,W-874601,,
476,477,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 14:00:00,38,EE_LineLeader_1,EE-0001,4,2022-06-02 03:02:00,0,W-262684,,
477,478,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 16:00:00,38,EE_LineLeader_1,EE-0001,4,2022-06-02 03:04:00,0,W-262684,,
478,479,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 10:00:00,39,EE_LineLeader_1,EE-0001,4,2022-06-02 03:06:00,60,W-262684,,
479,480,Items-EE-00711445-JP,2022-06-02,G,EE-0001,1900-01-01 20:00:00,39,EE_LineLeader_1,EE-0001,4,2022-06-02 03:08:00,0,W-262684,,
480,481,Items-BC-08035102-BR,2022-06-02,G,BC-0001,1900-01-01 13:00:00,158,BC_LineLeader_1,BC-0001,5,2022-06-02 03:02:00,60,W-283937,,
481,482,Items-BC-07313892-JP,2022-06-02,G,BC-0001,1900-01-01 20:00:00,34,BC_LineLeader_1,BC-0001,5,2022-06-02 03:02:00,60,W-408772,,
482,483,Items-BC-07313892-JP,2022-06-02,G,BC-0001,1900-01-01 14:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-02 03:04:00,0,W-408772,,
483,484,Items-BC-07313892-JP,2022-06-02,G,BC-0001,1900-01-01 17:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-02 03:06:00,0,W-408772,,
484,485,Items-BC-07313892-JP,2022-06-02,G,BC-0001,1900-01-01 18:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-02 03:08:00,0,W-408772,,
485,486,Items-BC-07313892-JP,2022-06-02,G,BC-0001,1900-01-01 15:00:00,35,BC_LineLeader_1,BC-0001,5,2022-06-02 03:10:00,0,W-408772,,
486,487,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 19:00:00,23,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,60,W-535957,,
487,488,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 12:00:00,23,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,0,W-535957,,
488,489,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 10:00:00,23,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,0,W-535957,,
489,490,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 15:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-535957,,
490,491,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 09:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,60,W-535957,,
491,492,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 17:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,0,W-535957,,
492,493,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 11:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:14:00,0,W-535957,,
493,494,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 09:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:16:00,0,W-535957,,
494,495,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 09:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:18:00,30,W-535957,,
495,496,Items-TS-06196581-JP,2022-06-02,G,TS-0001,1900-01-01 11:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:20:00,0,W-535957,,
496,497,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 19:00:00,20,BC_LineLeader_1,BC-0001,5,2022-06-02 03:02:00,0,W-143075,,
497,498,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 13:00:00,20,BC_LineLeader_1,BC-0001,5,2022-06-02 03:04:00,0,W-143075,,
498,499,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 20:00:00,21,BC_LineLeader_1,BC-0001,5,2022-06-02 03:06:00,0,W-143075,,
499,500,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 13:00:00,21,BC_LineLeader_1,BC-0001,5,2022-06-02 03:08:00,0,W-143075,,
500,501,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 12:00:00,21,BC_LineLeader_1,BC-0001,5,2022-06-02 03:10:00,30,W-143075,,
501,502,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 12:00:00,21,BC_LineLeader_1,BC-0001,5,2022-06-02 03:12:00,30,W-143075,,
502,503,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 09:00:00,21,BC_LineLeader_1,BC-0001,5,2022-06-02 03:14:00,0,W-143075,,
503,504,Items-BC-00797195-JP,2022-06-02,G,BC-0001,1900-01-01 11:00:00,21,BC_LineLeader_1,BC-0001,5,2022-06-02 03:16:00,30,W-143075,,
504,505,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 16:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:02:00,30,W-673166,,
505,506,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:04:00,60,W-673166,,
506,507,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:06:00,60,W-673166,,
507,508,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:08:00,0,W-673166,,
508,509,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 18:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:10:00,0,W-673166,,
509,510,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 19:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:12:00,60,W-673166,,
510,511,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 13:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:14:00,0,W-673166,,
511,512,Items-EP-07767398-CH,2022-06-02,G,EP-0001,1900-01-01 14:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:16:00,0,W-673166,,
512,513,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 11:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,0,W-472205,,
513,514,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 13:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-02 03:04:00,30,W-472205,,
514,515,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 15:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-02 03:06:00,30,W-472205,,
515,516,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 17:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-02 03:08:00,0,W-472205,,
516,517,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 16:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-02 03:10:00,30,W-472205,,
517,518,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 09:00:00,23,SB_LineLeader_1,SB-0001,3,2022-06-02 03:12:00,0,W-472205,,
518,519,Items-SB-03591404-JP,2022-06-02,G,SB-0001,1900-01-01 12:00:00,24,SB_LineLeader_1,SB-0001,3,2022-06-02 03:14:00,60,W-472205,,
519,520,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 18:00:00,24,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,30,W-857577,,
520,521,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 12:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,60,W-857577,,
521,522,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 19:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,30,W-857577,,
522,523,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:08:00,0,W-857577,,
523,524,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 10:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:10:00,60,W-857577,,
524,525,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 15:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:12:00,0,W-857577,,
525,526,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 13:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:14:00,30,W-857577,,
526,527,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 10:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:16:00,0,W-857577,,
527,528,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 16:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:18:00,0,W-857577,,
528,529,Items-TS-04699105-UK,2022-06-02,G,TS-0001,1900-01-01 17:00:00,25,TS_LineLeader_1,TS-0001,2,2022-06-02 03:20:00,60,W-857577,,
529,530,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 18:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:02:00,30,W-150897,,
530,531,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:04:00,60,W-150897,,
531,532,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,27,EP_LineLeader_1,EP-0001,1,2022-06-02 03:06:00,60,W-150897,,
532,533,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 15:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:08:00,30,W-150897,,
533,534,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:10:00,60,W-150897,,
534,535,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 09:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:12:00,60,W-150897,,
535,536,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 11:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:14:00,60,W-150897,,
536,537,Items-EP-00081648-CH,2022-06-02,G,EP-0001,1900-01-01 13:00:00,28,EP_LineLeader_1,EP-0001,1,2022-06-02 03:16:00,0,W-150897,,
537,538,Items-TS-02922392-CH,2022-06-02,G,TS-0001,1900-01-01 13:00:00,58,TS_LineLeader_1,TS-0001,2,2022-06-02 03:02:00,0,W-381827,,
538,539,Items-TS-02922392-CH,2022-06-02,G,TS-0001,1900-01-01 18:00:00,58,TS_LineLeader_1,TS-0001,2,2022-06-02 03:04:00,30,W-381827,,
539,540,Items-TS-02922392-CH,2022-06-02,G,TS-0001,1900-01-01 18:00:00,59,TS_LineLeader_1,TS-0001,2,2022-06-02 03:06:00,60,W-381827,,
540,541,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 16:00:00,55,EE_LineLeader_1,EE-0001,4,2022-06-02 03:02:00,30,W-131377,,
541,542,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 17:00:00,56,EE_LineLeader_1,EE-0001,4,2022-06-02 03:04:00,0,W-131377,,
542,543,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 13:00:00,56,EE_LineLeader_1,EE-0001,4,2022-06-02 03:06:00,0,W-131377,,
543,544,Items-EE-00741901-CH,2022-06-02,G,EE-0001,1900-01-01 15:00:00,56,EE_LineLeader_1,EE-0001,4,2022-06-02 03:08:00,60,W-131377,,
544,545,Items-SB-02355705-UK,2022-06-02,G,SB-0001,1900-01-01 11:00:00,205,SB_LineLeader_1,SB-0001,3,2022-06-02 03:02:00,60,W-643869,,
545,546,Items-BC-04459113-US,2022-06-03,G,BC-0001,1900-01-01 13:00:00,17,BC_LineLeader_1,BC-0001,5,2022-06-03 06:02:00,30,W-623169,,
